Sub_idx,Node_idx,Gene_num,Gene_name,NodeType
0,4288,4288,ABL1-PROT,Gene-PROT
1,4353,4353,AKT1-PROT,Gene-PROT
2,4355,4355,AKT2-PROT,Gene-PROT
3,4356,4356,AKT3-PROT,Gene-PROT
4,4387,4387,ARHGDIA-PROT,Gene-PROT
5,4388,4388,ARHGDIB-PROT,Gene-PROT
6,4389,4389,ARHGDIG-PROT,Gene-PROT
7,4396,4396,ATF4-PROT,Gene-PROT
8,4440,4440,BAD-PROT,Gene-PROT
9,4443,4443,BAX-PROT,Gene-PROT
10,4447,4447,BCL2-PROT,Gene-PROT
11,4455,4455,BDNF-PROT,Gene-PROT
12,4458,4458,BEX3-PROT,Gene-PROT
13,4477,4477,BRAF-PROT,Gene-PROT
14,4514,4514,CALM1-PROT,Gene-PROT
15,4515,4515,CALM2-PROT,Gene-PROT
16,4516,4516,CALM3-PROT,Gene-PROT
17,4517,4517,CALML3-PROT,Gene-PROT
18,4518,4518,CALML4-PROT,Gene-PROT
19,4519,4519,CALML5-PROT,Gene-PROT
20,4520,4520,CALML6-PROT,Gene-PROT
21,4524,4524,CAMK2A-PROT,Gene-PROT
22,4525,4525,CAMK2B-PROT,Gene-PROT
23,4526,4526,CAMK2D-PROT,Gene-PROT
24,4527,4527,CAMK2G-PROT,Gene-PROT
25,4528,4528,CAMK4-PROT,Gene-PROT
26,4627,4627,CDC42-PROT,Gene-PROT
27,4705,4705,CRK-PROT,Gene-PROT
28,4706,4706,CRKL-PROT,Gene-PROT
29,4917,4917,FASLG-PROT,Gene-PROT
30,4971,4971,FOXO3-PROT,Gene-PROT
31,4979,4979,FRS2-PROT,Gene-PROT
32,5000,5000,GAB1-PROT,Gene-PROT
33,5074,5074,GRB2-PROT,Gene-PROT
34,5106,5106,GSK3B-PROT,Gene-PROT
35,5151,5151,HRAS-PROT,Gene-PROT
36,5217,5217,IKBKB-PROT,Gene-PROT
37,5294,5294,IRAK1-PROT,Gene-PROT
