Sub_idx,Node_idx,Gene_num,Gene_name,NodeType
0,4326,4326,ADGRB1-PROT,Gene-PROT
1,4350,4350,AIFM2-PROT,Gene-PROT
2,4369,4369,APAF1-PROT,Gene-PROT
3,4401,4401,ATM-PROT,Gene-PROT
4,4430,4430,ATR-PROT,Gene-PROT
5,4443,4443,BAX-PROT,Gene-PROT
6,4444,4444,BBC3-PROT,Gene-PROT
7,4447,4447,BCL2-PROT,Gene-PROT
8,4449,4449,BCL2L1-PROT,Gene-PROT
9,4459,4459,BID-PROT,Gene-PROT
10,4542,4542,CASP3-PROT,Gene-PROT
11,4546,4546,CASP8-PROT,Gene-PROT
12,4547,4547,CASP9-PROT,Gene-PROT
13,4584,4584,CCNB1-PROT,Gene-PROT
14,4585,4585,CCNB2-PROT,Gene-PROT
15,4587,4587,CCND1-PROT,Gene-PROT
16,4588,4588,CCND2-PROT,Gene-PROT
17,4589,4589,CCND3-PROT,Gene-PROT
18,4590,4590,CCNE1-PROT,Gene-PROT
19,4591,4591,CCNE2-PROT,Gene-PROT
20,4592,4592,CCNG1-PROT,Gene-PROT
21,4593,4593,CCNG2-PROT,Gene-PROT
22,4620,4620,CD82-PROT,Gene-PROT
23,4629,4629,CDK1-PROT,Gene-PROT
24,4630,4630,CDK2-PROT,Gene-PROT
25,4631,4631,CDK4-PROT,Gene-PROT
26,4632,4632,CDK6-PROT,Gene-PROT
27,4633,4633,CDKN1A-PROT,Gene-PROT
28,4635,4635,CDKN2A-PROT,Gene-PROT
29,4646,4646,CHEK1-PROT,Gene-PROT
30,4647,4647,CHEK2-PROT,Gene-PROT
31,4692,4692,COP1-PROT,Gene-PROT
32,4769,4769,CYCS-PROT,Gene-PROT
33,4790,4790,DDB2-PROT,Gene-PROT
34,4869,4869,EI24-PROT,Gene-PROT
35,4916,4916,FAS-PROT,Gene-PROT
36,5007,5007,GADD45A-PROT,Gene-PROT
37,5008,5008,GADD45B-PROT,Gene-PROT
38,5009,5009,GADD45G-PROT,Gene-PROT
39,5109,5109,GTSE1-PROT,Gene-PROT
40,5212,5212,IGF1-PROT,Gene-PROT
41,5215,5215,IGFBP3-PROT,Gene-PROT
42,5542,5542,MDM2-PROT,Gene-PROT
43,5543,5543,MDM4-PROT,Gene-PROT
44,5745,5745,PERP-PROT,Gene-PROT
45,5775,5775,PIDD1-PROT,Gene-PROT
46,5844,5844,PMAIP1-PROT,Gene-PROT
47,5857,5857,PPM1D-PROT,Gene-PROT
48,5941,5941,PTEN-PROT,Gene-PROT
49,6020,6020,RCHY1-PROT,Gene-PROT
50,6053,6053,RPRM-PROT,Gene-PROT
51,6070,6070,RRM2-PROT,Gene-PROT
52,6071,6071,RRM2B-PROT,Gene-PROT
53,6106,6106,SERPINB5-PROT,Gene-PROT
54,6107,6107,SERPINE1-PROT,Gene-PROT
55,6109,6109,SESN1-PROT,Gene-PROT
56,6110,6110,SESN2-PROT,Gene-PROT
57,6111,6111,SESN3-PROT,Gene-PROT
58,6113,6113,SFN-PROT,Gene-PROT
59,6131,6131,SHISA5-PROT,Gene-PROT
60,6133,6133,SIAH1-PROT,Gene-PROT
61,6142,6142,SIVA1-PROT,Gene-PROT
62,6216,6216,STEAP3-PROT,Gene-PROT
63,6279,6279,THBS1-PROT,Gene-PROT
64,6313,6313,TNFRSF10A-PROT,Gene-PROT
65,6314,6314,TNFRSF10B-PROT,Gene-PROT
66,6330,6330,TP53-PROT,Gene-PROT
67,6331,6331,TP53AIP1-PROT,Gene-PROT
68,6334,6334,TP53I3-PROT,Gene-PROT
69,6335,6335,TP73-PROT,Gene-PROT
70,6355,6355,TSC2-PROT,Gene-PROT
71,6429,6429,ZMAT3-PROT,Gene-PROT
72,4326,4326,ADGRB1-PROT,Gene-PROT
73,4350,4350,AIFM2-PROT,Gene-PROT
74,4369,4369,APAF1-PROT,Gene-PROT
75,4401,4401,ATM-PROT,Gene-PROT
76,4430,4430,ATR-PROT,Gene-PROT
77,4443,4443,BAX-PROT,Gene-PROT
78,4444,4444,BBC3-PROT,Gene-PROT
79,4447,4447,BCL2-PROT,Gene-PROT
80,4449,4449,BCL2L1-PROT,Gene-PROT
81,4459,4459,BID-PROT,Gene-PROT
82,4542,4542,CASP3-PROT,Gene-PROT
83,4546,4546,CASP8-PROT,Gene-PROT
84,4547,4547,CASP9-PROT,Gene-PROT
85,4584,4584,CCNB1-PROT,Gene-PROT
86,4585,4585,CCNB2-PROT,Gene-PROT
87,4587,4587,CCND1-PROT,Gene-PROT
