Sub_idx,Node_idx,Gene_num,Gene_name,NodeType
0,4353,4353,AKT1-PROT,Gene-PROT
1,4355,4355,AKT2-PROT,Gene-PROT
2,4356,4356,AKT3-PROT,Gene-PROT
3,4446,4446,BCL10-PROT,Gene-PROT
4,4463,4463,BLNK-PROT,Gene-PROT
5,4482,4482,BTK-PROT,Gene-PROT
6,4532,4532,CARD11-PROT,Gene-PROT
7,4605,4605,CD19-PROT,Gene-PROT
8,4607,4607,CD22-PROT,Gene-PROT
9,4616,4616,CD72-PROT,Gene-PROT
10,4617,4617,CD79A-PROT,Gene-PROT
11,4618,4618,CD79B-PROT,Gene-PROT
12,4654,4654,CHUK-PROT,Gene-PROT
13,4784,4784,DAPP1-PROT,Gene-PROT
14,4927,4927,FCGR2B-PROT,Gene-PROT
15,4967,4967,FOS-PROT,Gene-PROT
16,5074,5074,GRB2-PROT,Gene-PROT
17,5106,5106,GSK3B-PROT,Gene-PROT
18,5151,5151,HRAS-PROT,Gene-PROT
19,5217,5217,IKBKB-PROT,Gene-PROT
20,5219,5219,IKBKG-PROT,Gene-PROT
21,5285,5285,INPP5D-PROT,Gene-PROT
22,5286,5286,INPPL1-PROT,Gene-PROT
23,5344,5344,JUN-PROT,Gene-PROT
24,5373,5373,KRAS-PROT,Gene-PROT
25,5446,5446,LILRA1-PROT,Gene-PROT
26,5447,5447,LILRA2-PROT,Gene-PROT
27,5448,5448,LILRA4-PROT,Gene-PROT
28,5449,5449,LILRA5-PROT,Gene-PROT
29,5450,5450,LILRA6-PROT,Gene-PROT
30,5451,5451,LILRB1-PROT,Gene-PROT
31,5452,5452,LILRB2-PROT,Gene-PROT
32,5453,5453,LILRB3-PROT,Gene-PROT
33,5454,5454,LILRB4-PROT,Gene-PROT
34,5455,5455,LILRB5-PROT,Gene-PROT
35,5480,5480,LYN-PROT,Gene-PROT
36,5485,5485,MALT1-PROT,Gene-PROT
37,5489,5489,MAP2K1-PROT,Gene-PROT
38,5490,5490,MAP2K2-PROT,Gene-PROT
39,5513,5513,MAPK1-PROT,Gene-PROT
40,5520,5520,MAPK3-PROT,Gene-PROT
41,5628,5628,NFATC1-PROT,Gene-PROT
42,5629,5629,NFATC2-PROT,Gene-PROT
43,5630,5630,NFATC3-PROT,Gene-PROT
44,5632,5632,NFKB1-PROT,Gene-PROT
45,5634,5634,NFKBIA-PROT,Gene-PROT
46,5635,5635,NFKBIB-PROT,Gene-PROT
47,5636,5636,NFKBIE-PROT,Gene-PROT
48,5674,5674,NRAS-PROT,Gene-PROT
49,5776,5776,PIK3AP1-PROT,Gene-PROT
50,5778,5778,PIK3CA-PROT,Gene-PROT
51,5779,5779,PIK3CB-PROT,Gene-PROT
52,5780,5780,PIK3CD-PROT,Gene-PROT
53,5782,5782,PIK3R1-PROT,Gene-PROT
54,5783,5783,PIK3R2-PROT,Gene-PROT
55,5784,5784,PIK3R3-PROT,Gene-PROT
56,5830,5830,PLCG2-PROT,Gene-PROT
57,5887,5887,PPP3CA-PROT,Gene-PROT
58,5888,5888,PPP3CB-PROT,Gene-PROT
59,5889,5889,PPP3CC-PROT,Gene-PROT
60,5890,5890,PPP3R1-PROT,Gene-PROT
61,5891,5891,PPP3R2-PROT,Gene-PROT
62,5917,5917,PRKCB-PROT,Gene-PROT
63,5953,5953,PTPN6-PROT,Gene-PROT
64,5973,5973,RAC1-PROT,Gene-PROT
65,5974,5974,RAC2-PROT,Gene-PROT
66,5975,5975,RAC3-PROT,Gene-PROT
67,5976,5976,RAF1-PROT,Gene-PROT
68,6005,6005,RASGRP3-PROT,Gene-PROT
69,6022,6022,RELA-PROT,Gene-PROT
70,6187,6187,SOS1-PROT,Gene-PROT
71,6188,6188,SOS2-PROT,Gene-PROT
72,6229,6229,SYK-PROT,Gene-PROT
73,6373,6373,VAV1-PROT,Gene-PROT
74,6374,6374,VAV2-PROT,Gene-PROT
75,6375,6375,VAV3-PROT,Gene-PROT
76,4353,4353,AKT1-PROT,Gene-PROT
77,4355,4355,AKT2-PROT,Gene-PROT
78,4356,4356,AKT3-PROT,Gene-PROT
79,4446,4446,BCL10-PROT,Gene-PROT
80,4463,4463,BLNK-PROT,Gene-PROT
81,4482,4482,BTK-PROT,Gene-PROT
82,4532,4532,CARD11-PROT,Gene-PROT
83,4605,4605,CD19-PROT,Gene-PROT
84,4607,4607,CD22-PROT,Gene-PROT
85,4616,4616,CD72-PROT,Gene-PROT
86,4617,4617,CD79A-PROT,Gene-PROT
87,4618,4618,CD79B-PROT,Gene-PROT
88,4654,4654,CHUK-PROT,Gene-PROT
89,4784,4784,DAPP1-PROT,Gene-PROT
90,4927,4927,FCGR2B-PROT,Gene-PROT
91,4967,4967,FOS-PROT,Gene-PROT
92,5074,5074,GRB2-PROT,Gene-PROT
93,5106,5106,GSK3B-PROT,Gene-PROT
94,5151,5151,HRAS-PROT,Gene-PROT
95,5217,5217,IKBKB-PROT,Gene-PROT
96,5219,5219,IKBKG-PROT,Gene-PROT
97,5285,5285,INPP5D-PROT,Gene-PROT
98,5286,5286,INPPL1-PROT,Gene-PROT
99,5344,5344,JUN-PROT,Gene-PROT
100,5373,5373,KRAS-PROT,Gene-PROT
101,5446,5446,LILRA1-PROT,Gene-PROT
102,5447,5447,LILRA2-PROT,Gene-PROT
103,5448,5448,LILRA4-PROT,Gene-PROT
104,5449,5449,LILRA5-PROT,Gene-PROT
105,5450,5450,LILRA6-PROT,Gene-PROT
106,5451,5451,LILRB1-PROT,Gene-PROT
107,5452,5452,LILRB2-PROT,Gene-PROT
108,5453,5453,LILRB3-PROT,Gene-PROT
109,5454,5454,LILRB4-PROT,Gene-PROT
110,5455,5455,LILRB5-PROT,Gene-PROT
111,5480,5480,LYN-PROT,Gene-PROT
112,5485,5485,MALT1-PROT,Gene-PROT
113,5489,5489,MAP2K1-PROT,Gene-PROT
114,5490,5490,MAP2K2-PROT,Gene-PROT
115,5513,5513,MAPK1-PROT,Gene-PROT
116,5520,5520,MAPK3-PROT,Gene-PROT
117,5628,5628,NFATC1-PROT,Gene-PROT
118,5629,5629,NFATC2-PROT,Gene-PROT
119,5630,5630,NFATC3-PROT,Gene-PROT
120,5632,5632,NFKB1-PROT,Gene-PROT
121,5634,5634,NFKBIA-PROT,Gene-PROT
122,5635,5635,NFKBIB-PROT,Gene-PROT
123,5636,5636,NFKBIE-PROT,Gene-PROT
124,5674,5674,NRAS-PROT,Gene-PROT
125,5776,5776,PIK3AP1-PROT,Gene-PROT
126,5778,5778,PIK3CA-PROT,Gene-PROT
127,5779,5779,PIK3CB-PROT,Gene-PROT
128,5780,5780,PIK3CD-PROT,Gene-PROT
129,5782,5782,PIK3R1-PROT,Gene-PROT
130,5783,5783,PIK3R2-PROT,Gene-PROT
131,5784,5784,PIK3R3-PROT,Gene-PROT
132,5830,5830,PLCG2-PROT,Gene-PROT
133,5887,5887,PPP3CA-PROT,Gene-PROT
134,5888,5888,PPP3CB-PROT,Gene-PROT
135,5889,5889,PPP3CC-PROT,Gene-PROT
136,5890,5890,PPP3R1-PROT,Gene-PROT
137,5891,5891,PPP3R2-PROT,Gene-PROT
138,5917,5917,PRKCB-PROT,Gene-PROT
139,5953,5953,PTPN6-PROT,Gene-PROT
140,5973,5973,RAC1-PROT,Gene-PROT
141,5974,5974,RAC2-PROT,Gene-PROT
142,5975,5975,RAC3-PROT,Gene-PROT
143,5976,5976,RAF1-PROT,Gene-PROT
144,6005,6005,RASGRP3-PROT,Gene-PROT
145,6022,6022,RELA-PROT,Gene-PROT
146,6187,6187,SOS1-PROT,Gene-PROT
147,6188,6188,SOS2-PROT,Gene-PROT
148,6229,6229,SYK-PROT,Gene-PROT
149,6373,6373,VAV1-PROT,Gene-PROT
150,6374,6374,VAV2-PROT,Gene-PROT
151,6375,6375,VAV3-PROT,Gene-PROT
152,4353,4353,AKT1-PROT,Gene-PROT
153,4355,4355,AKT2-PROT,Gene-PROT
154,4356,4356,AKT3-PROT,Gene-PROT
155,4446,4446,BCL10-PROT,Gene-PROT
156,4463,4463,BLNK-PROT,Gene-PROT
157,4482,4482,BTK-PROT,Gene-PROT
158,4532,4532,CARD11-PROT,Gene-PROT
159,4605,4605,CD19-PROT,Gene-PROT
160,4607,4607,CD22-PROT,Gene-PROT
161,4616,4616,CD72-PROT,Gene-PROT
162,4617,4617,CD79A-PROT,Gene-PROT
163,4618,4618,CD79B-PROT,Gene-PROT
164,4654,4654,CHUK-PROT,Gene-PROT
165,4784,4784,DAPP1-PROT,Gene-PROT
166,4927,4927,FCGR2B-PROT,Gene-PROT
167,4967,4967,FOS-PROT,Gene-PROT
168,5074,5074,GRB2-PROT,Gene-PROT
169,5106,5106,GSK3B-PROT,Gene-PROT
170,5151,5151,HRAS-PROT,Gene-PROT
171,5217,5217,IKBKB-PROT,Gene-PROT
172,5219,5219,IKBKG-PROT,Gene-PROT
173,5285,5285,INPP5D-PROT,Gene-PROT
174,5286,5286,INPPL1-PROT,Gene-PROT
175,5344,5344,JUN-PROT,Gene-PROT
176,5373,5373,KRAS-PROT,Gene-PROT
177,5446,5446,LILRA1-PROT,Gene-PROT
178,5447,5447,LILRA2-PROT,Gene-PROT
179,5448,5448,LILRA4-PROT,Gene-PROT
180,5449,5449,LILRA5-PROT,Gene-PROT
181,5450,5450,LILRA6-PROT,Gene-PROT
182,5451,5451,LILRB1-PROT,Gene-PROT
183,5452,5452,LILRB2-PROT,Gene-PROT
184,5453,5453,LILRB3-PROT,Gene-PROT
185,5454,5454,LILRB4-PROT,Gene-PROT
186,5455,5455,LILRB5-PROT,Gene-PROT
187,5480,5480,LYN-PROT,Gene-PROT
188,5485,5485,MALT1-PROT,Gene-PROT
189,5489,5489,MAP2K1-PROT,Gene-PROT
190,5490,5490,MAP2K2-PROT,Gene-PROT
191,5513,5513,MAPK1-PROT,Gene-PROT
192,5520,5520,MAPK3-PROT,Gene-PROT
193,5628,5628,NFATC1-PROT,Gene-PROT
194,5629,5629,NFATC2-PROT,Gene-PROT
195,5630,5630,NFATC3-PROT,Gene-PROT
196,5632,5632,NFKB1-PROT,Gene-PROT
197,5634,5634,NFKBIA-PROT,Gene-PROT
198,5635,5635,NFKBIB-PROT,Gene-PROT
199,5636,5636,NFKBIE-PROT,Gene-PROT
200,5674,5674,NRAS-PROT,Gene-PROT
201,5776,5776,PIK3AP1-PROT,Gene-PROT
202,5778,5778,PIK3CA-PROT,Gene-PROT
203,5779,5779,PIK3CB-PROT,Gene-PROT
204,5780,5780,PIK3CD-PROT,Gene-PROT
205,5782,5782,PIK3R1-PROT,Gene-PROT
206,5783,5783,PIK3R2-PROT,Gene-PROT
207,5784,5784,PIK3R3-PROT,Gene-PROT
208,5830,5830,PLCG2-PROT,Gene-PROT
209,5887,5887,PPP3CA-PROT,Gene-PROT
210,5888,5888,PPP3CB-PROT,Gene-PROT
211,5889,5889,PPP3CC-PROT,Gene-PROT
