Sub_idx,Node_idx,Gene_num,Gene_name,NodeType
0,4305,4305,ACTA2-PROT,Gene-PROT
1,4314,4314,ADCY1-PROT,Gene-PROT
2,4316,4316,ADCY2-PROT,Gene-PROT
3,4317,4317,ADCY3-PROT,Gene-PROT
4,4318,4318,ADCY4-PROT,Gene-PROT
5,4319,4319,ADCY5-PROT,Gene-PROT
6,4320,4320,ADCY6-PROT,Gene-PROT
7,4321,4321,ADCY7-PROT,Gene-PROT
8,4322,4322,ADCY8-PROT,Gene-PROT
9,4323,4323,ADCY9-PROT,Gene-PROT
10,4353,4353,AKT1-PROT,Gene-PROT
11,4355,4355,AKT2-PROT,Gene-PROT
12,4356,4356,AKT3-PROT,Gene-PROT
13,4392,4392,ARRB1-PROT,Gene-PROT
14,4393,4393,ARRB2-PROT,Gene-PROT
15,4395,4395,ATF2-PROT,Gene-PROT
16,4396,4396,ATF4-PROT,Gene-PROT
17,4397,4397,ATF6B-PROT,Gene-PROT
18,4673,4673,COL1A1-PROT,Gene-PROT
19,4674,4674,COL1A2-PROT,Gene-PROT
20,4676,4676,COL3A1-PROT,Gene-PROT
21,4677,4677,COL4A1-PROT,Gene-PROT
22,4678,4678,COL4A2-PROT,Gene-PROT
23,4679,4679,COL4A3-PROT,Gene-PROT
24,4680,4680,COL4A4-PROT,Gene-PROT
25,4681,4681,COL4A5-PROT,Gene-PROT
26,4682,4682,COL4A6-PROT,Gene-PROT
27,4697,4697,CREB1-PROT,Gene-PROT
28,4698,4698,CREB3-PROT,Gene-PROT
29,4699,4699,CREB3L1-PROT,Gene-PROT
30,4700,4700,CREB3L2-PROT,Gene-PROT
31,4701,4701,CREB3L3-PROT,Gene-PROT
32,4702,4702,CREB3L4-PROT,Gene-PROT
33,4703,4703,CREB5-PROT,Gene-PROT
34,4847,4847,EDN1-PROT,Gene-PROT
35,4851,4851,EDNRB-PROT,Gene-PROT
36,4861,4861,EGFR-PROT,Gene-PROT
37,4967,4967,FOS-PROT,Gene-PROT
38,5039,5039,GNA15-PROT,Gene-PROT
39,5040,5040,GNAI1-PROT,Gene-PROT
40,5041,5041,GNAI2-PROT,Gene-PROT
41,5042,5042,GNAI3-PROT,Gene-PROT
42,5044,5044,GNAO1-PROT,Gene-PROT
43,5046,5046,GNAS-PROT,Gene-PROT
44,5047,5047,GNB1-PROT,Gene-PROT
45,5048,5048,GNB2-PROT,Gene-PROT
46,5049,5049,GNB3-PROT,Gene-PROT
47,5050,5050,GNB4-PROT,Gene-PROT
48,5051,5051,GNB5-PROT,Gene-PROT
49,5052,5052,GNG10-PROT,Gene-PROT
50,5053,5053,GNG11-PROT,Gene-PROT
