Sub_idx,Node_idx,Gene_num,Gene_name,NodeType
0,4353,4353,AKT1-PROT,Gene-PROT
1,4355,4355,AKT2-PROT,Gene-PROT
2,4356,4356,AKT3-PROT,Gene-PROT
3,4357,4357,ALDOA-PROT,Gene-PROT
4,4358,4358,ALDOB-PROT,Gene-PROT
5,4359,4359,ALDOC-PROT,Gene-PROT
6,4364,4364,ANGPT1-PROT,Gene-PROT
7,4365,4365,ANGPT2-PROT,Gene-PROT
8,4366,4366,ANGPT4-PROT,Gene-PROT
9,4391,4391,ARNT-PROT,Gene-PROT
10,4447,4447,BCL2-PROT,Gene-PROT
11,4524,4524,CAMK2A-PROT,Gene-PROT
12,4525,4525,CAMK2B-PROT,Gene-PROT
13,4526,4526,CAMK2D-PROT,Gene-PROT
14,4527,4527,CAMK2G-PROT,Gene-PROT
15,4633,4633,CDKN1A-PROT,Gene-PROT
16,4634,4634,CDKN1B-PROT,Gene-PROT
17,4704,4704,CREBBP-PROT,Gene-PROT
18,4847,4847,EDN1-PROT,Gene-PROT
19,4860,4860,EGF-PROT,Gene-PROT
20,4861,4861,EGFR-PROT,Gene-PROT
21,4862,4862,EGLN1-PROT,Gene-PROT
22,4863,4863,EGLN2-PROT,Gene-PROT
23,4864,4864,EGLN3-PROT,Gene-PROT
24,4871,4871,EIF4E-PROT,Gene-PROT
25,4872,4872,EIF4E1B-PROT,Gene-PROT
26,4873,4873,EIF4E2-PROT,Gene-PROT
27,4874,4874,EIF4EBP1-PROT,Gene-PROT
28,4880,4880,ELOB-PROT,Gene-PROT
29,4881,4881,ELOC-PROT,Gene-PROT
30,4883,4883,ENO1-PROT,Gene-PROT
31,4884,4884,ENO2-PROT,Gene-PROT
32,4885,4885,ENO3-PROT,Gene-PROT
33,4886,4886,ENO4-PROT,Gene-PROT
34,4887,4887,EP300-PROT,Gene-PROT
35,4889,4889,EPO-PROT,Gene-PROT
36,4891,4891,ERBB2-PROT,Gene-PROT
37,4959,4959,FLT1-PROT,Gene-PROT
38,5011,5011,GAPDH-PROT,Gene-PROT
39,5137,5137,HIF1A-PROT,Gene-PROT
40,5139,5139,HK1-PROT,Gene-PROT
41,5140,5140,HK2-PROT,Gene-PROT
42,5141,5141,HK3-PROT,Gene-PROT
43,5142,5142,HKDC1-PROT,Gene-PROT
44,5146,5146,HMOX1-PROT,Gene-PROT
45,5203,5203,IFNG-PROT,Gene-PROT
46,5204,5204,IFNGR1-PROT,Gene-PROT
47,5205,5205,IFNGR2-PROT,Gene-PROT
48,5212,5212,IGF1-PROT,Gene-PROT
49,5213,5213,IGF1R-PROT,Gene-PROT
50,5272,5272,IL6-PROT,Gene-PROT
51,5273,5273,IL6R-PROT,Gene-PROT
52,5287,5287,INS-PROT,Gene-PROT
53,5290,5290,INSR-PROT,Gene-PROT
54,5428,5428,LDHA-PROT,Gene-PROT
55,5429,5429,LDHAL6A-PROT,Gene-PROT
56,5430,5430,LDHAL6B-PROT,Gene-PROT
57,5431,5431,LDHB-PROT,Gene-PROT
58,5432,5432,LDHC-PROT,Gene-PROT
59,5478,5478,LTBR-PROT,Gene-PROT
60,5489,5489,MAP2K1-PROT,Gene-PROT
61,5490,5490,MAP2K2-PROT,Gene-PROT
62,5513,5513,MAPK1-PROT,Gene-PROT
63,5520,5520,MAPK3-PROT,Gene-PROT
64,5571,5571,MKNK1-PROT,Gene-PROT
65,5572,5572,MKNK2-PROT,Gene-PROT
66,5592,5592,MTOR-PROT,Gene-PROT
67,5632,5632,NFKB1-PROT,Gene-PROT
68,5654,5654,NOS2-PROT,Gene-PROT
69,5655,5655,NOS3-PROT,Gene-PROT
70,5663,5663,NPPA-PROT,Gene-PROT
71,5740,5740,PDHA1-PROT,Gene-PROT
72,5741,5741,PDHA2-PROT,Gene-PROT
73,5742,5742,PDHB-PROT,Gene-PROT
74,5743,5743,PDK1-PROT,Gene-PROT
75,5750,5750,PFKFB3-PROT,Gene-PROT
76,5752,5752,PFKL-PROT,Gene-PROT
77,5753,5753,PFKM-PROT,Gene-PROT
78,5754,5754,PFKP-PROT,Gene-PROT
79,5761,5761,PGK1-PROT,Gene-PROT
80,5762,5762,PGK2-PROT,Gene-PROT
81,5778,5778,PIK3CA-PROT,Gene-PROT
82,5779,5779,PIK3CB-PROT,Gene-PROT
83,5780,5780,PIK3CD-PROT,Gene-PROT
84,5782,5782,PIK3R1-PROT,Gene-PROT
85,5783,5783,PIK3R2-PROT,Gene-PROT
86,5784,5784,PIK3R3-PROT,Gene-PROT
87,5916,5916,PRKCA-PROT,Gene-PROT
88,5917,5917,PRKCB-PROT,Gene-PROT
89,5920,5920,PRKCG-PROT,Gene-PROT
90,6017,6017,RBX1-PROT,Gene-PROT
91,6022,6022,RELA-PROT,Gene-PROT
92,6054,6054,RPS6-PROT,Gene-PROT
93,6061,6061,RPS6KB1-PROT,Gene-PROT
94,6062,6062,RPS6KB2-PROT,Gene-PROT
95,6107,6107,SERPINE1-PROT,Gene-PROT
96,6152,6152,SLC2A1-PROT,Gene-PROT
97,6211,6211,STAT3-PROT,Gene-PROT
98,6262,6262,TEK-PROT,Gene-PROT
99,6264,6264,TF-PROT,Gene-PROT
100,6268,6268,TFRC-PROT,Gene-PROT
101,6290,6290,TIMP1-PROT,Gene-PROT
102,6304,6304,TLR4-PROT,Gene-PROT
103,6380,6380,VEGFA-PROT,Gene-PROT
104,6384,6384,VHL-PROT,Gene-PROT
105,4353,4353,AKT1-PROT,Gene-PROT
106,4355,4355,AKT2-PROT,Gene-PROT
107,4356,4356,AKT3-PROT,Gene-PROT
108,4357,4357,ALDOA-PROT,Gene-PROT
109,4358,4358,ALDOB-PROT,Gene-PROT
110,4359,4359,ALDOC-PROT,Gene-PROT
111,4364,4364,ANGPT1-PROT,Gene-PROT
112,4365,4365,ANGPT2-PROT,Gene-PROT
113,4366,4366,ANGPT4-PROT,Gene-PROT
114,4391,4391,ARNT-PROT,Gene-PROT
115,4447,4447,BCL2-PROT,Gene-PROT
116,4524,4524,CAMK2A-PROT,Gene-PROT
117,4525,4525,CAMK2B-PROT,Gene-PROT
118,4526,4526,CAMK2D-PROT,Gene-PROT
119,4527,4527,CAMK2G-PROT,Gene-PROT
120,4633,4633,CDKN1A-PROT,Gene-PROT
121,4634,4634,CDKN1B-PROT,Gene-PROT
122,4704,4704,CREBBP-PROT,Gene-PROT
123,4847,4847,EDN1-PROT,Gene-PROT
124,4860,4860,EGF-PROT,Gene-PROT
125,4861,4861,EGFR-PROT,Gene-PROT
126,4862,4862,EGLN1-PROT,Gene-PROT
127,4863,4863,EGLN2-PROT,Gene-PROT
128,4864,4864,EGLN3-PROT,Gene-PROT
129,4871,4871,EIF4E-PROT,Gene-PROT
130,4872,4872,EIF4E1B-PROT,Gene-PROT
131,4873,4873,EIF4E2-PROT,Gene-PROT
132,4874,4874,EIF4EBP1-PROT,Gene-PROT
133,4880,4880,ELOB-PROT,Gene-PROT
134,4881,4881,ELOC-PROT,Gene-PROT
135,4883,4883,ENO1-PROT,Gene-PROT
136,4884,4884,ENO2-PROT,Gene-PROT
137,4885,4885,ENO3-PROT,Gene-PROT
138,4886,4886,ENO4-PROT,Gene-PROT
139,4887,4887,EP300-PROT,Gene-PROT
140,4889,4889,EPO-PROT,Gene-PROT
141,4891,4891,ERBB2-PROT,Gene-PROT
142,4959,4959,FLT1-PROT,Gene-PROT
143,5011,5011,GAPDH-PROT,Gene-PROT
144,5137,5137,HIF1A-PROT,Gene-PROT
145,5139,5139,HK1-PROT,Gene-PROT
146,5140,5140,HK2-PROT,Gene-PROT
147,5141,5141,HK3-PROT,Gene-PROT
148,5142,5142,HKDC1-PROT,Gene-PROT
149,5146,5146,HMOX1-PROT,Gene-PROT
150,5203,5203,IFNG-PROT,Gene-PROT
151,5204,5204,IFNGR1-PROT,Gene-PROT
152,5205,5205,IFNGR2-PROT,Gene-PROT
153,5212,5212,IGF1-PROT,Gene-PROT
154,5213,5213,IGF1R-PROT,Gene-PROT
155,5272,5272,IL6-PROT,Gene-PROT
156,5273,5273,IL6R-PROT,Gene-PROT
157,5287,5287,INS-PROT,Gene-PROT
158,5290,5290,INSR-PROT,Gene-PROT
159,5428,5428,LDHA-PROT,Gene-PROT
160,5429,5429,LDHAL6A-PROT,Gene-PROT
161,5430,5430,LDHAL6B-PROT,Gene-PROT
162,5431,5431,LDHB-PROT,Gene-PROT
163,5432,5432,LDHC-PROT,Gene-PROT
164,5478,5478,LTBR-PROT,Gene-PROT
165,5489,5489,MAP2K1-PROT,Gene-PROT
166,5490,5490,MAP2K2-PROT,Gene-PROT
167,5513,5513,MAPK1-PROT,Gene-PROT
168,5520,5520,MAPK3-PROT,Gene-PROT
169,5571,5571,MKNK1-PROT,Gene-PROT
170,5572,5572,MKNK2-PROT,Gene-PROT
171,5592,5592,MTOR-PROT,Gene-PROT
172,5632,5632,NFKB1-PROT,Gene-PROT
173,5654,5654,NOS2-PROT,Gene-PROT
174,5655,5655,NOS3-PROT,Gene-PROT
175,5663,5663,NPPA-PROT,Gene-PROT
176,5740,5740,PDHA1-PROT,Gene-PROT
177,5741,5741,PDHA2-PROT,Gene-PROT
178,5742,5742,PDHB-PROT,Gene-PROT
179,5743,5743,PDK1-PROT,Gene-PROT
180,5750,5750,PFKFB3-PROT,Gene-PROT
181,5752,5752,PFKL-PROT,Gene-PROT
182,5753,5753,PFKM-PROT,Gene-PROT
183,5754,5754,PFKP-PROT,Gene-PROT
184,5761,5761,PGK1-PROT,Gene-PROT
185,5762,5762,PGK2-PROT,Gene-PROT
186,5778,5778,PIK3CA-PROT,Gene-PROT
187,5779,5779,PIK3CB-PROT,Gene-PROT
188,5780,5780,PIK3CD-PROT,Gene-PROT
189,5782,5782,PIK3R1-PROT,Gene-PROT
190,5783,5783,PIK3R2-PROT,Gene-PROT
191,5784,5784,PIK3R3-PROT,Gene-PROT
192,5916,5916,PRKCA-PROT,Gene-PROT
193,5917,5917,PRKCB-PROT,Gene-PROT
194,5920,5920,PRKCG-PROT,Gene-PROT
195,6017,6017,RBX1-PROT,Gene-PROT
196,6022,6022,RELA-PROT,Gene-PROT
197,6054,6054,RPS6-PROT,Gene-PROT
198,6061,6061,RPS6KB1-PROT,Gene-PROT
199,6062,6062,RPS6KB2-PROT,Gene-PROT
200,6107,6107,SERPINE1-PROT,Gene-PROT
201,6152,6152,SLC2A1-PROT,Gene-PROT
202,6211,6211,STAT3-PROT,Gene-PROT
203,6262,6262,TEK-PROT,Gene-PROT
204,6264,6264,TF-PROT,Gene-PROT
205,6268,6268,TFRC-PROT,Gene-PROT
206,6290,6290,TIMP1-PROT,Gene-PROT
207,6304,6304,TLR4-PROT,Gene-PROT
208,6380,6380,VEGFA-PROT,Gene-PROT
209,6384,6384,VHL-PROT,Gene-PROT
210,4353,4353,AKT1-PROT,Gene-PROT
211,4355,4355,AKT2-PROT,Gene-PROT
