Sub_idx,Node_idx,Gene_num,Gene_name,NodeType
0,4353,4353,AKT1-PROT,Gene-PROT
1,4355,4355,AKT2-PROT,Gene-PROT
2,4356,4356,AKT3-PROT,Gene-PROT
3,4440,4440,BAD-PROT,Gene-PROT
4,4547,4547,CASP9-PROT,Gene-PROT
5,4627,4627,CDC42-PROT,Gene-PROT
6,5151,5151,HRAS-PROT,Gene-PROT
7,5164,5164,HSPB1-PROT,Gene-PROT
8,5343,5343,JMJD7-PLA2G4B-PROT,Gene-PROT
9,5364,5364,KDR-PROT,Gene-PROT
10,5373,5373,KRAS-PROT,Gene-PROT
11,5489,5489,MAP2K1-PROT,Gene-PROT
12,5490,5490,MAP2K2-PROT,Gene-PROT
13,5513,5513,MAPK1-PROT,Gene-PROT
14,5515,5515,MAPK11-PROT,Gene-PROT
15,5516,5516,MAPK12-PROT,Gene-PROT
16,5517,5517,MAPK13-PROT,Gene-PROT
17,5518,5518,MAPK14-PROT,Gene-PROT
18,5520,5520,MAPK3-PROT,Gene-PROT
19,5530,5530,MAPKAPK2-PROT,Gene-PROT
20,5531,5531,MAPKAPK3-PROT,Gene-PROT
21,5629,5629,NFATC2-PROT,Gene-PROT
22,5655,5655,NOS3-PROT,Gene-PROT
23,5674,5674,NRAS-PROT,Gene-PROT
24,5778,5778,PIK3CA-PROT,Gene-PROT
25,5779,5779,PIK3CB-PROT,Gene-PROT
26,5780,5780,PIK3CD-PROT,Gene-PROT
27,5782,5782,PIK3R1-PROT,Gene-PROT
28,5783,5783,PIK3R2-PROT,Gene-PROT
29,5784,5784,PIK3R3-PROT,Gene-PROT
30,5810,5810,PLA2G4A-PROT,Gene-PROT
31,5811,5811,PLA2G4B-PROT,Gene-PROT
32,5812,5812,PLA2G4C-PROT,Gene-PROT
33,5813,5813,PLA2G4D-PROT,Gene-PROT
34,5814,5814,PLA2G4E-PROT,Gene-PROT
35,5815,5815,PLA2G4F-PROT,Gene-PROT
36,5829,5829,PLCG1-PROT,Gene-PROT
37,5830,5830,PLCG2-PROT,Gene-PROT
38,5887,5887,PPP3CA-PROT,Gene-PROT
39,5888,5888,PPP3CB-PROT,Gene-PROT
40,5889,5889,PPP3CC-PROT,Gene-PROT
41,5890,5890,PPP3R1-PROT,Gene-PROT
42,5891,5891,PPP3R2-PROT,Gene-PROT
43,5916,5916,PRKCA-PROT,Gene-PROT
44,5917,5917,PRKCB-PROT,Gene-PROT
45,5920,5920,PRKCG-PROT,Gene-PROT
46,5946,5946,PTGS2-PROT,Gene-PROT
47,5947,5947,PTK2-PROT,Gene-PROT
48,5958,5958,PXN-PROT,Gene-PROT
49,5973,5973,RAC1-PROT,Gene-PROT
50,5974,5974,RAC2-PROT,Gene-PROT
51,5975,5975,RAC3-PROT,Gene-PROT
52,5976,5976,RAF1-PROT,Gene-PROT
53,6124,6124,SH2D2A-PROT,Gene-PROT
54,6127,6127,SHC2-PROT,Gene-PROT
55,6194,6194,SPHK1-PROT,Gene-PROT
56,6195,6195,SPHK2-PROT,Gene-PROT
57,6199,6199,SRC-PROT,Gene-PROT
58,6380,6380,VEGFA-PROT,Gene-PROT
59,4353,4353,AKT1-PROT,Gene-PROT
60,4355,4355,AKT2-PROT,Gene-PROT
61,4356,4356,AKT3-PROT,Gene-PROT
62,4440,4440,BAD-PROT,Gene-PROT
63,4547,4547,CASP9-PROT,Gene-PROT
64,4627,4627,CDC42-PROT,Gene-PROT
65,5151,5151,HRAS-PROT,Gene-PROT
66,5164,5164,HSPB1-PROT,Gene-PROT
67,5343,5343,JMJD7-PLA2G4B-PROT,Gene-PROT
68,5364,5364,KDR-PROT,Gene-PROT
69,5373,5373,KRAS-PROT,Gene-PROT
70,5489,5489,MAP2K1-PROT,Gene-PROT
71,5490,5490,MAP2K2-PROT,Gene-PROT
72,5513,5513,MAPK1-PROT,Gene-PROT
73,5515,5515,MAPK11-PROT,Gene-PROT
74,5516,5516,MAPK12-PROT,Gene-PROT
75,5517,5517,MAPK13-PROT,Gene-PROT
76,5518,5518,MAPK14-PROT,Gene-PROT
77,5520,5520,MAPK3-PROT,Gene-PROT
78,5530,5530,MAPKAPK2-PROT,Gene-PROT
79,5531,5531,MAPKAPK3-PROT,Gene-PROT
80,5629,5629,NFATC2-PROT,Gene-PROT
81,5655,5655,NOS3-PROT,Gene-PROT
82,5674,5674,NRAS-PROT,Gene-PROT
83,5778,5778,PIK3CA-PROT,Gene-PROT
84,5779,5779,PIK3CB-PROT,Gene-PROT
85,5780,5780,PIK3CD-PROT,Gene-PROT
86,5782,5782,PIK3R1-PROT,Gene-PROT
87,5783,5783,PIK3R2-PROT,Gene-PROT
88,5784,5784,PIK3R3-PROT,Gene-PROT
89,5810,5810,PLA2G4A-PROT,Gene-PROT
90,5811,5811,PLA2G4B-PROT,Gene-PROT
91,5812,5812,PLA2G4C-PROT,Gene-PROT
92,5813,5813,PLA2G4D-PROT,Gene-PROT
93,5814,5814,PLA2G4E-PROT,Gene-PROT
94,5815,5815,PLA2G4F-PROT,Gene-PROT
95,5829,5829,PLCG1-PROT,Gene-PROT
96,5830,5830,PLCG2-PROT,Gene-PROT
97,5887,5887,PPP3CA-PROT,Gene-PROT
98,5888,5888,PPP3CB-PROT,Gene-PROT
99,5889,5889,PPP3CC-PROT,Gene-PROT
100,5890,5890,PPP3R1-PROT,Gene-PROT
101,5891,5891,PPP3R2-PROT,Gene-PROT
102,5916,5916,PRKCA-PROT,Gene-PROT
103,5917,5917,PRKCB-PROT,Gene-PROT
104,5920,5920,PRKCG-PROT,Gene-PROT
105,5946,5946,PTGS2-PROT,Gene-PROT
106,5947,5947,PTK2-PROT,Gene-PROT
107,5958,5958,PXN-PROT,Gene-PROT
108,5973,5973,RAC1-PROT,Gene-PROT
109,5974,5974,RAC2-PROT,Gene-PROT
110,5975,5975,RAC3-PROT,Gene-PROT
111,5976,5976,RAF1-PROT,Gene-PROT
112,6124,6124,SH2D2A-PROT,Gene-PROT
113,6127,6127,SHC2-PROT,Gene-PROT
114,6194,6194,SPHK1-PROT,Gene-PROT
115,6195,6195,SPHK2-PROT,Gene-PROT
116,6199,6199,SRC-PROT,Gene-PROT
117,6380,6380,VEGFA-PROT,Gene-PROT
118,4353,4353,AKT1-PROT,Gene-PROT
119,4355,4355,AKT2-PROT,Gene-PROT
120,4356,4356,AKT3-PROT,Gene-PROT
121,4440,4440,BAD-PROT,Gene-PROT
122,4547,4547,CASP9-PROT,Gene-PROT
123,4627,4627,CDC42-PROT,Gene-PROT
124,5151,5151,HRAS-PROT,Gene-PROT
125,5164,5164,HSPB1-PROT,Gene-PROT
126,5343,5343,JMJD7-PLA2G4B-PROT,Gene-PROT
127,5364,5364,KDR-PROT,Gene-PROT
128,5373,5373,KRAS-PROT,Gene-PROT
129,5489,5489,MAP2K1-PROT,Gene-PROT
130,5490,5490,MAP2K2-PROT,Gene-PROT
131,5513,5513,MAPK1-PROT,Gene-PROT
132,5515,5515,MAPK11-PROT,Gene-PROT
133,5516,5516,MAPK12-PROT,Gene-PROT
134,5517,5517,MAPK13-PROT,Gene-PROT
135,5518,5518,MAPK14-PROT,Gene-PROT
136,5520,5520,MAPK3-PROT,Gene-PROT
137,5530,5530,MAPKAPK2-PROT,Gene-PROT
138,5531,5531,MAPKAPK3-PROT,Gene-PROT
139,5629,5629,NFATC2-PROT,Gene-PROT
140,5655,5655,NOS3-PROT,Gene-PROT
141,5674,5674,NRAS-PROT,Gene-PROT
142,5778,5778,PIK3CA-PROT,Gene-PROT
143,5779,5779,PIK3CB-PROT,Gene-PROT
144,5780,5780,PIK3CD-PROT,Gene-PROT
145,5782,5782,PIK3R1-PROT,Gene-PROT
146,5783,5783,PIK3R2-PROT,Gene-PROT
147,5784,5784,PIK3R3-PROT,Gene-PROT
148,5810,5810,PLA2G4A-PROT,Gene-PROT
149,5811,5811,PLA2G4B-PROT,Gene-PROT
150,5812,5812,PLA2G4C-PROT,Gene-PROT
151,5813,5813,PLA2G4D-PROT,Gene-PROT
152,5814,5814,PLA2G4E-PROT,Gene-PROT
153,5815,5815,PLA2G4F-PROT,Gene-PROT
154,5829,5829,PLCG1-PROT,Gene-PROT
155,5830,5830,PLCG2-PROT,Gene-PROT
156,5887,5887,PPP3CA-PROT,Gene-PROT
157,5888,5888,PPP3CB-PROT,Gene-PROT
158,5889,5889,PPP3CC-PROT,Gene-PROT
159,5890,5890,PPP3R1-PROT,Gene-PROT
160,5891,5891,PPP3R2-PROT,Gene-PROT
161,5916,5916,PRKCA-PROT,Gene-PROT
162,5917,5917,PRKCB-PROT,Gene-PROT
163,5920,5920,PRKCG-PROT,Gene-PROT
164,5946,5946,PTGS2-PROT,Gene-PROT
165,5947,5947,PTK2-PROT,Gene-PROT
166,5958,5958,PXN-PROT,Gene-PROT
167,5973,5973,RAC1-PROT,Gene-PROT
168,5974,5974,RAC2-PROT,Gene-PROT
169,5975,5975,RAC3-PROT,Gene-PROT
170,5976,5976,RAF1-PROT,Gene-PROT
171,6124,6124,SH2D2A-PROT,Gene-PROT
172,6127,6127,SHC2-PROT,Gene-PROT
173,6194,6194,SPHK1-PROT,Gene-PROT
174,6195,6195,SPHK2-PROT,Gene-PROT
175,6199,6199,SRC-PROT,Gene-PROT
176,6380,6380,VEGFA-PROT,Gene-PROT
