Sub_idx,Node_idx,Gene_num,Gene_name,NodeType
0,4353,4353,AKT1-PROT,Gene-PROT
1,4355,4355,AKT2-PROT,Gene-PROT
2,4356,4356,AKT3-PROT,Gene-PROT
3,4390,4390,ARHGEF12-PROT,Gene-PROT
4,4446,4446,BCL10-PROT,Gene-PROT
5,4451,4451,BCL3-PROT,Gene-PROT
6,4514,4514,CALM1-PROT,Gene-PROT
7,4515,4515,CALM2-PROT,Gene-PROT
8,4516,4516,CALM3-PROT,Gene-PROT
9,4517,4517,CALML3-PROT,Gene-PROT
10,4518,4518,CALML4-PROT,Gene-PROT
11,4519,4519,CALML5-PROT,Gene-PROT
12,4520,4520,CALML6-PROT,Gene-PROT
13,4538,4538,CARD9-PROT,Gene-PROT
14,4539,4539,CASP1-PROT,Gene-PROT
15,4546,4546,CASP8-PROT,Gene-PROT
16,4554,4554,CBLB-PROT,Gene-PROT
17,4563,4563,CCL17-PROT,Gene-PROT
18,4569,4569,CCL22-PROT,Gene-PROT
19,4606,4606,CD209-PROT,Gene-PROT
20,4654,4654,CHUK-PROT,Gene-PROT
21,4657,4657,CLEC1B-PROT,Gene-PROT
22,4658,4658,CLEC4D-PROT,Gene-PROT
23,4659,4659,CLEC4E-PROT,Gene-PROT
24,4660,4660,CLEC4M-PROT,Gene-PROT
25,4661,4661,CLEC6A-PROT,Gene-PROT
26,4662,4662,CLEC7A-PROT,Gene-PROT
27,4770,4770,CYLD-PROT,Gene-PROT
28,4866,4866,EGR2-PROT,Gene-PROT
29,4867,4867,EGR3-PROT,Gene-PROT
30,4926,4926,FCER1G-PROT,Gene-PROT
31,5151,5151,HRAS-PROT,Gene-PROT
32,5217,5217,IKBKB-PROT,Gene-PROT
33,5218,5218,IKBKE-PROT,Gene-PROT
34,5219,5219,IKBKG-PROT,Gene-PROT
35,5220,5220,IL10-PROT,Gene-PROT
36,5225,5225,IL12A-PROT,Gene-PROT
37,5226,5226,IL12B-PROT,Gene-PROT
38,5237,5237,IL17D-PROT,Gene-PROT
39,5246,5246,IL1B-PROT,Gene-PROT
40,5249,5249,IL2-PROT,Gene-PROT
41,5258,5258,IL23A-PROT,Gene-PROT
42,5272,5272,IL6-PROT,Gene-PROT
43,5298,5298,IRF1-PROT,Gene-PROT
44,5302,5302,IRF9-PROT,Gene-PROT
45,5344,5344,JUN-PROT,Gene-PROT
46,5373,5373,KRAS-PROT,Gene-PROT
47,5403,5403,KSR1-PROT,Gene-PROT
48,5473,5473,LSP1-PROT,Gene-PROT
49,5485,5485,MALT1-PROT,Gene-PROT
50,5500,5500,MAP3K14-PROT,Gene-PROT
51,5513,5513,MAPK1-PROT,Gene-PROT
52,5514,5514,MAPK10-PROT,Gene-PROT
53,5515,5515,MAPK11-PROT,Gene-PROT
54,5516,5516,MAPK12-PROT,Gene-PROT
55,5517,5517,MAPK13-PROT,Gene-PROT
56,5518,5518,MAPK14-PROT,Gene-PROT
57,5520,5520,MAPK3-PROT,Gene-PROT
58,5524,5524,MAPK8-PROT,Gene-PROT
59,5528,5528,MAPK9-PROT,Gene-PROT
60,5530,5530,MAPKAPK2-PROT,Gene-PROT
61,5542,5542,MDM2-PROT,Gene-PROT
62,5587,5587,MRAS-PROT,Gene-PROT
63,5628,5628,NFATC1-PROT,Gene-PROT
64,5629,5629,NFATC2-PROT,Gene-PROT
65,5630,5630,NFATC3-PROT,Gene-PROT
66,5631,5631,NFATC4-PROT,Gene-PROT
67,5632,5632,NFKB1-PROT,Gene-PROT
68,5633,5633,NFKB2-PROT,Gene-PROT
69,5634,5634,NFKBIA-PROT,Gene-PROT
70,5645,5645,NLRP3-PROT,Gene-PROT
71,5674,5674,NRAS-PROT,Gene-PROT
72,5708,5708,PAK1-PROT,Gene-PROT
73,5778,5778,PIK3CA-PROT,Gene-PROT
74,5779,5779,PIK3CB-PROT,Gene-PROT
75,5780,5780,PIK3CD-PROT,Gene-PROT
76,5782,5782,PIK3R1-PROT,Gene-PROT
77,5783,5783,PIK3R2-PROT,Gene-PROT
78,5784,5784,PIK3R3-PROT,Gene-PROT
79,5830,5830,PLCG2-PROT,Gene-PROT
80,5840,5840,PLK3-PROT,Gene-PROT
81,5887,5887,PPP3CA-PROT,Gene-PROT
82,5888,5888,PPP3CB-PROT,Gene-PROT
83,5889,5889,PPP3CC-PROT,Gene-PROT
84,5890,5890,PPP3R1-PROT,Gene-PROT
85,5891,5891,PPP3R2-PROT,Gene-PROT
86,5918,5918,PRKCD-PROT,Gene-PROT
87,5946,5946,PTGS2-PROT,Gene-PROT
88,5950,5950,PTPN11-PROT,Gene-PROT
89,5959,5959,PYCARD-PROT,Gene-PROT
90,5976,5976,RAF1-PROT,Gene-PROT
91,6022,6022,RELA-PROT,Gene-PROT
92,6023,6023,RELB-PROT,Gene-PROT
93,6034,6034,RHOA-PROT,Gene-PROT
94,6068,6068,RRAS-PROT,Gene-PROT
95,6069,6069,RRAS2-PROT,Gene-PROT
96,6199,6199,SRC-PROT,Gene-PROT
97,6209,6209,STAT1-PROT,Gene-PROT
98,6210,6210,STAT2-PROT,Gene-PROT
99,6229,6229,SYK-PROT,Gene-PROT
100,6311,6311,TNF-PROT,Gene-PROT
101,4353,4353,AKT1-PROT,Gene-PROT
102,4355,4355,AKT2-PROT,Gene-PROT
103,4356,4356,AKT3-PROT,Gene-PROT
104,4390,4390,ARHGEF12-PROT,Gene-PROT
105,4446,4446,BCL10-PROT,Gene-PROT
106,4451,4451,BCL3-PROT,Gene-PROT
107,4514,4514,CALM1-PROT,Gene-PROT
108,4515,4515,CALM2-PROT,Gene-PROT
109,4516,4516,CALM3-PROT,Gene-PROT
110,4517,4517,CALML3-PROT,Gene-PROT
111,4518,4518,CALML4-PROT,Gene-PROT
112,4519,4519,CALML5-PROT,Gene-PROT
113,4520,4520,CALML6-PROT,Gene-PROT
114,4538,4538,CARD9-PROT,Gene-PROT
115,4539,4539,CASP1-PROT,Gene-PROT
116,4546,4546,CASP8-PROT,Gene-PROT
117,4554,4554,CBLB-PROT,Gene-PROT
118,4563,4563,CCL17-PROT,Gene-PROT
119,4569,4569,CCL22-PROT,Gene-PROT
120,4606,4606,CD209-PROT,Gene-PROT
121,4654,4654,CHUK-PROT,Gene-PROT
122,4657,4657,CLEC1B-PROT,Gene-PROT
123,4658,4658,CLEC4D-PROT,Gene-PROT
124,4659,4659,CLEC4E-PROT,Gene-PROT
125,4660,4660,CLEC4M-PROT,Gene-PROT
126,4661,4661,CLEC6A-PROT,Gene-PROT
127,4662,4662,CLEC7A-PROT,Gene-PROT
128,4770,4770,CYLD-PROT,Gene-PROT
129,4866,4866,EGR2-PROT,Gene-PROT
130,4867,4867,EGR3-PROT,Gene-PROT
131,4926,4926,FCER1G-PROT,Gene-PROT
132,5151,5151,HRAS-PROT,Gene-PROT
133,5217,5217,IKBKB-PROT,Gene-PROT
134,5218,5218,IKBKE-PROT,Gene-PROT
135,5219,5219,IKBKG-PROT,Gene-PROT
136,5220,5220,IL10-PROT,Gene-PROT
137,5225,5225,IL12A-PROT,Gene-PROT
138,5226,5226,IL12B-PROT,Gene-PROT
139,5237,5237,IL17D-PROT,Gene-PROT
140,5246,5246,IL1B-PROT,Gene-PROT
141,5249,5249,IL2-PROT,Gene-PROT
142,5258,5258,IL23A-PROT,Gene-PROT
143,5272,5272,IL6-PROT,Gene-PROT
144,5298,5298,IRF1-PROT,Gene-PROT
145,5302,5302,IRF9-PROT,Gene-PROT
146,5344,5344,JUN-PROT,Gene-PROT
147,5373,5373,KRAS-PROT,Gene-PROT
148,5403,5403,KSR1-PROT,Gene-PROT
149,5473,5473,LSP1-PROT,Gene-PROT
150,5485,5485,MALT1-PROT,Gene-PROT
151,5500,5500,MAP3K14-PROT,Gene-PROT
152,5513,5513,MAPK1-PROT,Gene-PROT
153,5514,5514,MAPK10-PROT,Gene-PROT
154,5515,5515,MAPK11-PROT,Gene-PROT
155,5516,5516,MAPK12-PROT,Gene-PROT
156,5517,5517,MAPK13-PROT,Gene-PROT
157,5518,5518,MAPK14-PROT,Gene-PROT
158,5520,5520,MAPK3-PROT,Gene-PROT
159,5524,5524,MAPK8-PROT,Gene-PROT
160,5528,5528,MAPK9-PROT,Gene-PROT
161,5530,5530,MAPKAPK2-PROT,Gene-PROT
162,5542,5542,MDM2-PROT,Gene-PROT
163,5587,5587,MRAS-PROT,Gene-PROT
164,5628,5628,NFATC1-PROT,Gene-PROT
165,5629,5629,NFATC2-PROT,Gene-PROT
166,5630,5630,NFATC3-PROT,Gene-PROT
167,5631,5631,NFATC4-PROT,Gene-PROT
168,5632,5632,NFKB1-PROT,Gene-PROT
169,5633,5633,NFKB2-PROT,Gene-PROT
170,5634,5634,NFKBIA-PROT,Gene-PROT
171,5645,5645,NLRP3-PROT,Gene-PROT
172,5674,5674,NRAS-PROT,Gene-PROT
173,5708,5708,PAK1-PROT,Gene-PROT
174,5778,5778,PIK3CA-PROT,Gene-PROT
175,5779,5779,PIK3CB-PROT,Gene-PROT
176,5780,5780,PIK3CD-PROT,Gene-PROT
177,5782,5782,PIK3R1-PROT,Gene-PROT
178,5783,5783,PIK3R2-PROT,Gene-PROT
179,5784,5784,PIK3R3-PROT,Gene-PROT
180,5830,5830,PLCG2-PROT,Gene-PROT
181,5840,5840,PLK3-PROT,Gene-PROT
182,5887,5887,PPP3CA-PROT,Gene-PROT
183,5888,5888,PPP3CB-PROT,Gene-PROT
184,5889,5889,PPP3CC-PROT,Gene-PROT
185,5890,5890,PPP3R1-PROT,Gene-PROT
186,5891,5891,PPP3R2-PROT,Gene-PROT
187,5918,5918,PRKCD-PROT,Gene-PROT
188,5946,5946,PTGS2-PROT,Gene-PROT
189,5950,5950,PTPN11-PROT,Gene-PROT
190,5959,5959,PYCARD-PROT,Gene-PROT
191,5976,5976,RAF1-PROT,Gene-PROT
192,6022,6022,RELA-PROT,Gene-PROT
193,6023,6023,RELB-PROT,Gene-PROT
194,6034,6034,RHOA-PROT,Gene-PROT
195,6068,6068,RRAS-PROT,Gene-PROT
196,6069,6069,RRAS2-PROT,Gene-PROT
197,6199,6199,SRC-PROT,Gene-PROT
198,6209,6209,STAT1-PROT,Gene-PROT
199,6210,6210,STAT2-PROT,Gene-PROT
200,6229,6229,SYK-PROT,Gene-PROT
201,6311,6311,TNF-PROT,Gene-PROT
202,4353,4353,AKT1-PROT,Gene-PROT
203,4355,4355,AKT2-PROT,Gene-PROT
204,4356,4356,AKT3-PROT,Gene-PROT
205,4390,4390,ARHGEF12-PROT,Gene-PROT
206,4446,4446,BCL10-PROT,Gene-PROT
207,4451,4451,BCL3-PROT,Gene-PROT
208,4514,4514,CALM1-PROT,Gene-PROT
209,4515,4515,CALM2-PROT,Gene-PROT
210,4516,4516,CALM3-PROT,Gene-PROT
211,4517,4517,CALML3-PROT,Gene-PROT
212,4518,4518,CALML4-PROT,Gene-PROT
