Sub_idx,Node_idx,Gene_num,Gene_name,NodeType
0,4353,4353,AKT1-PROT,Gene-PROT
1,4355,4355,AKT2-PROT,Gene-PROT
2,4356,4356,AKT3-PROT,Gene-PROT
3,4482,4482,BTK-PROT,Gene-PROT
4,4925,4925,FCER1A-PROT,Gene-PROT
5,4926,4926,FCER1G-PROT,Gene-PROT
6,4986,4986,FYN-PROT,Gene-PROT
7,5001,5001,GAB2-PROT,Gene-PROT
8,5074,5074,GRB2-PROT,Gene-PROT
9,5151,5151,HRAS-PROT,Gene-PROT
10,5343,5343,JMJD7-PLA2G4B-PROT,Gene-PROT
11,5373,5373,KRAS-PROT,Gene-PROT
12,5422,5422,LAT-PROT,Gene-PROT
13,5427,5427,LCP2-PROT,Gene-PROT
14,5480,5480,LYN-PROT,Gene-PROT
15,5489,5489,MAP2K1-PROT,Gene-PROT
16,5490,5490,MAP2K2-PROT,Gene-PROT
17,5491,5491,MAP2K3-PROT,Gene-PROT
18,5492,5492,MAP2K4-PROT,Gene-PROT
19,5494,5494,MAP2K6-PROT,Gene-PROT
20,5495,5495,MAP2K7-PROT,Gene-PROT
21,5513,5513,MAPK1-PROT,Gene-PROT
22,5514,5514,MAPK10-PROT,Gene-PROT
23,5515,5515,MAPK11-PROT,Gene-PROT
24,5516,5516,MAPK12-PROT,Gene-PROT
25,5517,5517,MAPK13-PROT,Gene-PROT
26,5518,5518,MAPK14-PROT,Gene-PROT
27,5520,5520,MAPK3-PROT,Gene-PROT
28,5524,5524,MAPK8-PROT,Gene-PROT
29,5528,5528,MAPK9-PROT,Gene-PROT
30,5588,5588,MS4A2-PROT,Gene-PROT
31,5674,5674,NRAS-PROT,Gene-PROT
32,5744,5744,PDPK1-PROT,Gene-PROT
33,5778,5778,PIK3CA-PROT,Gene-PROT
34,5779,5779,PIK3CB-PROT,Gene-PROT
35,5780,5780,PIK3CD-PROT,Gene-PROT
36,5782,5782,PIK3R1-PROT,Gene-PROT
37,5783,5783,PIK3R2-PROT,Gene-PROT
38,5784,5784,PIK3R3-PROT,Gene-PROT
39,5810,5810,PLA2G4A-PROT,Gene-PROT
40,5811,5811,PLA2G4B-PROT,Gene-PROT
41,5812,5812,PLA2G4C-PROT,Gene-PROT
42,5813,5813,PLA2G4D-PROT,Gene-PROT
43,5814,5814,PLA2G4E-PROT,Gene-PROT
44,5815,5815,PLA2G4F-PROT,Gene-PROT
45,5829,5829,PLCG1-PROT,Gene-PROT
46,5830,5830,PLCG2-PROT,Gene-PROT
47,5973,5973,RAC1-PROT,Gene-PROT
48,5974,5974,RAC2-PROT,Gene-PROT
49,5975,5975,RAC3-PROT,Gene-PROT
50,5976,5976,RAF1-PROT,Gene-PROT
51,6187,6187,SOS1-PROT,Gene-PROT
52,6188,6188,SOS2-PROT,Gene-PROT
53,6229,6229,SYK-PROT,Gene-PROT
54,6373,6373,VAV1-PROT,Gene-PROT
55,6374,6374,VAV2-PROT,Gene-PROT
56,6375,6375,VAV3-PROT,Gene-PROT
57,4353,4353,AKT1-PROT,Gene-PROT
58,4355,4355,AKT2-PROT,Gene-PROT
59,4356,4356,AKT3-PROT,Gene-PROT
60,4482,4482,BTK-PROT,Gene-PROT
61,4925,4925,FCER1A-PROT,Gene-PROT
62,4926,4926,FCER1G-PROT,Gene-PROT
63,4986,4986,FYN-PROT,Gene-PROT
64,5001,5001,GAB2-PROT,Gene-PROT
65,5074,5074,GRB2-PROT,Gene-PROT
66,5151,5151,HRAS-PROT,Gene-PROT
67,5343,5343,JMJD7-PLA2G4B-PROT,Gene-PROT
68,5373,5373,KRAS-PROT,Gene-PROT
69,5422,5422,LAT-PROT,Gene-PROT
70,5427,5427,LCP2-PROT,Gene-PROT
71,5480,5480,LYN-PROT,Gene-PROT
72,5489,5489,MAP2K1-PROT,Gene-PROT
73,5490,5490,MAP2K2-PROT,Gene-PROT
74,5491,5491,MAP2K3-PROT,Gene-PROT
75,5492,5492,MAP2K4-PROT,Gene-PROT
76,5494,5494,MAP2K6-PROT,Gene-PROT
77,5495,5495,MAP2K7-PROT,Gene-PROT
78,5513,5513,MAPK1-PROT,Gene-PROT
79,5514,5514,MAPK10-PROT,Gene-PROT
80,5515,5515,MAPK11-PROT,Gene-PROT
81,5516,5516,MAPK12-PROT,Gene-PROT
82,5517,5517,MAPK13-PROT,Gene-PROT
83,5518,5518,MAPK14-PROT,Gene-PROT
84,5520,5520,MAPK3-PROT,Gene-PROT
85,5524,5524,MAPK8-PROT,Gene-PROT
86,5528,5528,MAPK9-PROT,Gene-PROT
87,5588,5588,MS4A2-PROT,Gene-PROT
88,5674,5674,NRAS-PROT,Gene-PROT
89,5744,5744,PDPK1-PROT,Gene-PROT
90,5778,5778,PIK3CA-PROT,Gene-PROT
91,5779,5779,PIK3CB-PROT,Gene-PROT
92,5780,5780,PIK3CD-PROT,Gene-PROT
93,5782,5782,PIK3R1-PROT,Gene-PROT
94,5783,5783,PIK3R2-PROT,Gene-PROT
95,5784,5784,PIK3R3-PROT,Gene-PROT
96,5810,5810,PLA2G4A-PROT,Gene-PROT
97,5811,5811,PLA2G4B-PROT,Gene-PROT
98,5812,5812,PLA2G4C-PROT,Gene-PROT
99,5813,5813,PLA2G4D-PROT,Gene-PROT
100,5814,5814,PLA2G4E-PROT,Gene-PROT
101,5815,5815,PLA2G4F-PROT,Gene-PROT
102,5829,5829,PLCG1-PROT,Gene-PROT
103,5830,5830,PLCG2-PROT,Gene-PROT
104,5973,5973,RAC1-PROT,Gene-PROT
105,5974,5974,RAC2-PROT,Gene-PROT
106,5975,5975,RAC3-PROT,Gene-PROT
107,5976,5976,RAF1-PROT,Gene-PROT
108,6187,6187,SOS1-PROT,Gene-PROT
109,6188,6188,SOS2-PROT,Gene-PROT
110,6229,6229,SYK-PROT,Gene-PROT
111,6373,6373,VAV1-PROT,Gene-PROT
112,6374,6374,VAV2-PROT,Gene-PROT
113,6375,6375,VAV3-PROT,Gene-PROT
114,4353,4353,AKT1-PROT,Gene-PROT
115,4355,4355,AKT2-PROT,Gene-PROT
116,4356,4356,AKT3-PROT,Gene-PROT
117,4482,4482,BTK-PROT,Gene-PROT
118,4925,4925,FCER1A-PROT,Gene-PROT
119,4926,4926,FCER1G-PROT,Gene-PROT
120,4986,4986,FYN-PROT,Gene-PROT
121,5001,5001,GAB2-PROT,Gene-PROT
122,5074,5074,GRB2-PROT,Gene-PROT
123,5151,5151,HRAS-PROT,Gene-PROT
124,5343,5343,JMJD7-PLA2G4B-PROT,Gene-PROT
125,5373,5373,KRAS-PROT,Gene-PROT
126,5422,5422,LAT-PROT,Gene-PROT
127,5427,5427,LCP2-PROT,Gene-PROT
128,5480,5480,LYN-PROT,Gene-PROT
129,5489,5489,MAP2K1-PROT,Gene-PROT
130,5490,5490,MAP2K2-PROT,Gene-PROT
131,5491,5491,MAP2K3-PROT,Gene-PROT
132,5492,5492,MAP2K4-PROT,Gene-PROT
133,5494,5494,MAP2K6-PROT,Gene-PROT
134,5495,5495,MAP2K7-PROT,Gene-PROT
135,5513,5513,MAPK1-PROT,Gene-PROT
136,5514,5514,MAPK10-PROT,Gene-PROT
137,5515,5515,MAPK11-PROT,Gene-PROT
138,5516,5516,MAPK12-PROT,Gene-PROT
139,5517,5517,MAPK13-PROT,Gene-PROT
140,5518,5518,MAPK14-PROT,Gene-PROT
141,5520,5520,MAPK3-PROT,Gene-PROT
142,5524,5524,MAPK8-PROT,Gene-PROT
143,5528,5528,MAPK9-PROT,Gene-PROT
144,5588,5588,MS4A2-PROT,Gene-PROT
145,5674,5674,NRAS-PROT,Gene-PROT
146,5744,5744,PDPK1-PROT,Gene-PROT
147,5778,5778,PIK3CA-PROT,Gene-PROT
148,5779,5779,PIK3CB-PROT,Gene-PROT
149,5780,5780,PIK3CD-PROT,Gene-PROT
150,5782,5782,PIK3R1-PROT,Gene-PROT
151,5783,5783,PIK3R2-PROT,Gene-PROT
152,5784,5784,PIK3R3-PROT,Gene-PROT
153,5810,5810,PLA2G4A-PROT,Gene-PROT
154,5811,5811,PLA2G4B-PROT,Gene-PROT
155,5812,5812,PLA2G4C-PROT,Gene-PROT
156,5813,5813,PLA2G4D-PROT,Gene-PROT
157,5814,5814,PLA2G4E-PROT,Gene-PROT
158,5815,5815,PLA2G4F-PROT,Gene-PROT
159,5829,5829,PLCG1-PROT,Gene-PROT
160,5830,5830,PLCG2-PROT,Gene-PROT
161,5973,5973,RAC1-PROT,Gene-PROT
162,5974,5974,RAC2-PROT,Gene-PROT
163,5975,5975,RAC3-PROT,Gene-PROT
164,5976,5976,RAF1-PROT,Gene-PROT
165,6187,6187,SOS1-PROT,Gene-PROT
166,6188,6188,SOS2-PROT,Gene-PROT
167,6229,6229,SYK-PROT,Gene-PROT
168,6373,6373,VAV1-PROT,Gene-PROT
169,6374,6374,VAV2-PROT,Gene-PROT
170,6375,6375,VAV3-PROT,Gene-PROT
