Sub_idx,Node_idx,Gene_num,Gene_name,NodeType
0,4290,4290,ACAA1-PROT,Gene-PROT
1,4293,4293,ACADL-PROT,Gene-PROT
2,4294,4294,ACADM-PROT,Gene-PROT
3,4295,4295,ACOX1-PROT,Gene-PROT
4,4296,4296,ACOX2-PROT,Gene-PROT
5,4297,4297,ACOX3-PROT,Gene-PROT
6,4298,4298,ACSBG1-PROT,Gene-PROT
7,4299,4299,ACSBG2-PROT,Gene-PROT
8,4300,4300,ACSL1-PROT,Gene-PROT
9,4301,4301,ACSL3-PROT,Gene-PROT
10,4302,4302,ACSL4-PROT,Gene-PROT
11,4303,4303,ACSL5-PROT,Gene-PROT
12,4304,4304,ACSL6-PROT,Gene-PROT
13,4327,4327,ADIPOQ-PROT,Gene-PROT
14,4367,4367,ANGPTL4-PROT,Gene-PROT
15,4377,4377,APOA1-PROT,Gene-PROT
16,4378,4378,APOA2-PROT,Gene-PROT
17,4379,4379,APOA5-PROT,Gene-PROT
18,4380,4380,APOC3-PROT,Gene-PROT
19,4381,4381,AQP7-PROT,Gene-PROT
20,4610,4610,CD36-PROT,Gene-PROT
21,4693,4693,CPT1A-PROT,Gene-PROT
22,4694,4694,CPT1B-PROT,Gene-PROT
23,4695,4695,CPT1C-PROT,Gene-PROT
24,4696,4696,CPT2-PROT,Gene-PROT
25,4772,4772,CYP27A1-PROT,Gene-PROT
26,4773,4773,CYP7A1-PROT,Gene-PROT
27,4774,4774,CYP8B1-PROT,Gene-PROT
28,4786,4786,DBI-PROT,Gene-PROT
29,4868,4868,EHHADH-PROT,Gene-PROT
30,4910,4910,FABP1-PROT,Gene-PROT
31,4911,4911,FABP3-PROT,Gene-PROT
32,4912,4912,FABP4-PROT,Gene-PROT
33,4914,4914,FADS2-PROT,Gene-PROT
34,5029,5029,GK-PROT,Gene-PROT
35,5030,5030,GK2-PROT,Gene-PROT
36,5144,5144,HMGCS1-PROT,Gene-PROT
37,5145,5145,HMGCS2-PROT,Gene-PROT
38,5279,5279,ILK-PROT,Gene-PROT
39,5469,5469,LPL-PROT,Gene-PROT
40,5544,5544,ME1-PROT,Gene-PROT
41,5545,5545,ME3-PROT,Gene-PROT
42,5576,5576,MMP1-PROT,Gene-PROT
43,5672,5672,NR1H3-PROT,Gene-PROT
44,5689,5689,OLR1-PROT,Gene-PROT
45,5720,5720,PCK1-PROT,Gene-PROT
46,5721,5721,PCK2-PROT,Gene-PROT
47,5744,5744,PDPK1-PROT,Gene-PROT
48,5834,5834,PLIN1-PROT,Gene-PROT
49,5835,5835,PLIN2-PROT,Gene-PROT
50,5836,5836,PLIN4-PROT,Gene-PROT
51,5837,5837,PLIN5-PROT,Gene-PROT
52,5843,5843,PLTP-PROT,Gene-PROT
53,5849,5849,PPARA-PROT,Gene-PROT
54,5850,5850,PPARD-PROT,Gene-PROT
55,5851,5851,PPARG-PROT,Gene-PROT
56,6081,6081,RXRA-PROT,Gene-PROT
57,6082,6082,RXRB-PROT,Gene-PROT
58,6083,6083,RXRG-PROT,Gene-PROT
59,6098,6098,SCD-PROT,Gene-PROT
60,6099,6099,SCD5-PROT,Gene-PROT
61,6100,6100,SCP2-PROT,Gene-PROT
62,6150,6150,SLC27A1-PROT,Gene-PROT
63,6151,6151,SLC27A4-PROT,Gene-PROT
64,6185,6185,SORBS1-PROT,Gene-PROT
65,6364,6364,UBC-PROT,Gene-PROT
66,6365,6365,UCP1-PROT,Gene-PROT
67,4290,4290,ACAA1-PROT,Gene-PROT
68,4293,4293,ACADL-PROT,Gene-PROT
69,4294,4294,ACADM-PROT,Gene-PROT
70,4295,4295,ACOX1-PROT,Gene-PROT
71,4296,4296,ACOX2-PROT,Gene-PROT
72,4297,4297,ACOX3-PROT,Gene-PROT
73,4298,4298,ACSBG1-PROT,Gene-PROT
74,4299,4299,ACSBG2-PROT,Gene-PROT
75,4300,4300,ACSL1-PROT,Gene-PROT
76,4301,4301,ACSL3-PROT,Gene-PROT
77,4302,4302,ACSL4-PROT,Gene-PROT
78,4303,4303,ACSL5-PROT,Gene-PROT
79,4304,4304,ACSL6-PROT,Gene-PROT
80,4327,4327,ADIPOQ-PROT,Gene-PROT
81,4367,4367,ANGPTL4-PROT,Gene-PROT
82,4377,4377,APOA1-PROT,Gene-PROT
83,4378,4378,APOA2-PROT,Gene-PROT
84,4379,4379,APOA5-PROT,Gene-PROT
85,4380,4380,APOC3-PROT,Gene-PROT
86,4381,4381,AQP7-PROT,Gene-PROT
87,4610,4610,CD36-PROT,Gene-PROT
88,4693,4693,CPT1A-PROT,Gene-PROT
89,4694,4694,CPT1B-PROT,Gene-PROT
90,4695,4695,CPT1C-PROT,Gene-PROT
91,4696,4696,CPT2-PROT,Gene-PROT
92,4772,4772,CYP27A1-PROT,Gene-PROT
93,4773,4773,CYP7A1-PROT,Gene-PROT
94,4774,4774,CYP8B1-PROT,Gene-PROT
95,4786,4786,DBI-PROT,Gene-PROT
96,4868,4868,EHHADH-PROT,Gene-PROT
97,4910,4910,FABP1-PROT,Gene-PROT
98,4911,4911,FABP3-PROT,Gene-PROT
99,4912,4912,FABP4-PROT,Gene-PROT
100,4914,4914,FADS2-PROT,Gene-PROT
