Sub_idx,Node_idx,Gene_num,Gene_name,NodeType
0,4363,4363,ANAPC5-PROT,Gene-PROT
1,4542,4542,CASP3-PROT,Gene-PROT
2,4546,4546,CASP8-PROT,Gene-PROT
3,4558,4558,CCL11-PROT,Gene-PROT
4,4563,4563,CCL17-PROT,Gene-PROT
5,4566,4566,CCL2-PROT,Gene-PROT
6,4567,4567,CCL20-PROT,Gene-PROT
7,4579,4579,CCL7-PROT,Gene-PROT
8,4639,4639,CEBPB-PROT,Gene-PROT
9,4654,4654,CHUK-PROT,Gene-PROT
10,4711,4711,CSF2-PROT,Gene-PROT
11,4714,4714,CSF3-PROT,Gene-PROT
12,4747,4747,CXCL1-PROT,Gene-PROT
13,4748,4748,CXCL10-PROT,Gene-PROT
14,4754,4754,CXCL2-PROT,Gene-PROT
15,4755,4755,CXCL3-PROT,Gene-PROT
16,4756,4756,CXCL5-PROT,Gene-PROT
17,4757,4757,CXCL6-PROT,Gene-PROT
18,4758,4758,CXCL8-PROT,Gene-PROT
19,4794,4794,DEFB4A-PROT,Gene-PROT
20,4795,4795,DEFB4B-PROT,Gene-PROT
21,4875,4875,ELAVL1-PROT,Gene-PROT
22,4913,4913,FADD-PROT,Gene-PROT
23,4967,4967,FOS-PROT,Gene-PROT
24,4968,4968,FOSB-PROT,Gene-PROT
25,4969,4969,FOSL1-PROT,Gene-PROT
26,5106,5106,GSK3B-PROT,Gene-PROT
27,5203,5203,IFNG-PROT,Gene-PROT
28,5217,5217,IKBKB-PROT,Gene-PROT
29,5218,5218,IKBKE-PROT,Gene-PROT
30,5219,5219,IKBKG-PROT,Gene-PROT
31,5229,5229,IL13-PROT,Gene-PROT
32,5234,5234,IL17A-PROT,Gene-PROT
33,5235,5235,IL17B-PROT,Gene-PROT
34,5236,5236,IL17C-PROT,Gene-PROT
35,5238,5238,IL17F-PROT,Gene-PROT
36,5239,5239,IL17RA-PROT,Gene-PROT
37,5240,5240,IL17RB-PROT,Gene-PROT
38,5241,5241,IL17RC-PROT,Gene-PROT
39,5242,5242,IL17RE-PROT,Gene-PROT
40,5246,5246,IL1B-PROT,Gene-PROT
41,5261,5261,IL25-PROT,Gene-PROT
42,5268,5268,IL4-PROT,Gene-PROT
