Gene
CNGA2-PROT
CNGA3-PROT
CNGA4-PROT
CNGB1-PROT
CNGB3-PROT
CNR1-PROT
CNTF-PROT
CNTFR-PROT
COL1A1-PROT
COL1A2-PROT
COL2A1-PROT
COL3A1-PROT
COL4A1-PROT
COL4A2-PROT
COL4A3-PROT
COL4A4-PROT
COL4A5-PROT
COL4A6-PROT
COL6A1-PROT
COL6A2-PROT
COL6A3-PROT
COL6A5-PROT
COL6A6-PROT
COL9A1-PROT
COL9A2-PROT
COL9A3-PROT
COMP-PROT
COP1-PROT
CPT1A-PROT
CPT1B-PROT
CPT1C-PROT
CPT2-PROT
CREB1-PROT
CREB3-PROT
CREB3L1-PROT
CREB3L2-PROT
CREB3L3-PROT
CREB3L4-PROT
CREB5-PROT
CREBBP-PROT
CRK-PROT
CRKL-PROT
CRLF2-PROT
CRTC2-PROT
CSF1-PROT
CSF1R-PROT
CSF2-PROT
CSF2RA-PROT
CSF2RB-PROT
CSF3-PROT
CSF3R-PROT
CSH1-PROT
CSH2-PROT
CSN2-PROT
CSNK1A1-PROT
CSNK1A1L-PROT
CSNK1D-PROT
CSNK1E-PROT
CSNK1G1-PROT
CSNK1G2-PROT
CSNK1G3-PROT
CSNK2A1-PROT
CSNK2A2-PROT
CSNK2A3-PROT
CSNK2B-PROT
CTBP1-PROT
CTBP2-PROT
CTF1-PROT
CTLA4-PROT
CTNNA1-PROT
CTNNA2-PROT
CTNNA3-PROT
CTNNB1-PROT
CTNNBIP1-PROT
CTNND1-PROT
CTNND2-PROT
CTSB-PROT
CTSD-PROT
CUL1-PROT
CUL3-PROT
CX3CL1-PROT
CX3CR1-PROT
CXCL1-PROT
CXCL10-PROT
CXCL11-PROT
CXCL12-PROT
CXCL13-PROT
CXCL14-PROT
CXCL16-PROT
CXCL2-PROT
CXCL3-PROT
CXCL5-PROT
CXCL6-PROT
CXCL8-PROT
CXCL9-PROT
CXCR1-PROT
CXCR2-PROT
CXCR3-PROT
CXCR4-PROT
CXCR5-PROT
CXCR6-PROT
CXXC4-PROT
CYBA-PROT
CYBB-PROT
CYCS-PROT
CYLD-PROT
CYP17A1-PROT
CYP27A1-PROT
CYP7A1-PROT
CYP8B1-PROT
CYSLTR1-PROT
CYSLTR2-PROT
CYTH1-PROT
CYTH2-PROT
CYTH3-PROT
CYTH4-PROT
DAAM1-PROT
DAAM2-PROT
DAB2IP-PROT
DAPP1-PROT
DAXX-PROT
DBI-PROT
DCHS1-PROT
DCHS2-PROT
DCN-PROT
DDB2-PROT
DDIT3-PROT
DDIT4-PROT
DDX3X-PROT
DEFB4A-PROT
DEFB4B-PROT
DEPDC5-PROT
DEPTOR-PROT
DHH-PROT
DHX33-PROT
DHX58-PROT
DIAPH1-PROT
DISP1-PROT
DKK1-PROT
DKK2-PROT
DKK4-PROT
DLG1-PROT
DLG2-PROT
DLG3-PROT
DLG4-PROT
DLG5-PROT
DLL1-PROT
DLL3-PROT
DLL4-PROT
DNM1L-PROT
DOCK2-PROT
DOCK4-PROT
DRD1-PROT
DRD2-PROT
DRD5-PROT
DTX1-PROT
DTX2-PROT
DTX3-PROT
DTX3L-PROT
DTX4-PROT
DUSP1-PROT
DUSP10-PROT
DUSP16-PROT
DUSP2-PROT
DUSP3-PROT
DUSP4-PROT
DUSP5-PROT
DUSP6-PROT
DUSP7-PROT
DUSP8-PROT
DUSP9-PROT
DVL1-PROT
DVL2-PROT
DVL3-PROT
E2F4-PROT
E2F5-PROT
EBAG9-PROT
ECSIT-PROT
EDA-PROT
EDA2R-PROT
EDAR-PROT
EDARADD-PROT
EDN1-PROT
EDN2-PROT
EDN3-PROT
EDNRA-PROT
EDNRB-PROT
EEF2-PROT
EEF2K-PROT
EFCAB7-PROT
EFNA1-PROT
EFNA2-PROT
EFNA3-PROT
EFNA4-PROT
EFNA5-PROT
EGF-PROT
EGFR-PROT
EGLN1-PROT
EGLN2-PROT
EGLN3-PROT
EGR1-PROT
EGR2-PROT
EGR3-PROT
EHHADH-PROT
EI24-PROT
EIF4B-PROT
EIF4E-PROT
EIF4E1B-PROT
EIF4E2-PROT
EIF4EBP1-PROT
ELAVL1-PROT
ELF5-PROT
ELK1-PROT
ELK4-PROT
ELMO1-PROT
ELOB-PROT
ELOC-PROT
ENAH-PROT
ENO1-PROT
ENO2-PROT
ENO3-PROT
ENO4-PROT
EP300-PROT
EPHA2-PROT
EPO-PROT
EPOR-PROT
ERBB2-PROT
ERBB3-PROT
ERBB4-PROT
ERBIN-PROT
EREG-PROT
ESR1-PROT
ESR2-PROT
ESRRB-PROT
ETS1-PROT
ETS2-PROT
EVC-PROT
EVC2-PROT
EVL-PROT
EXOC2-PROT
EXOC7-PROT
F2-PROT
F2R-PROT
F2RL3-PROT
F3-PROT
FABP1-PROT
FABP3-PROT
FABP4-PROT
FADD-PROT
FADS2-PROT
FARP2-PROT
FAS-PROT
FASLG-PROT
FASN-PROT
FAT4-PROT
FBP1-PROT
FBP2-PROT
FBXO25-PROT
FBXO32-PROT
FBXW11-PROT
FCER1A-PROT
FCER1G-PROT
FCGR2B-PROT
FFAR2-PROT
FGF1-PROT
FGF10-PROT
FGF16-PROT
FGF17-PROT
FGF18-PROT
FGF19-PROT
FGF2-PROT
FGF20-PROT
FGF21-PROT
FGF22-PROT
FGF23-PROT
FGF3-PROT
FGF4-PROT
FGF5-PROT
FGF6-PROT
FGF7-PROT
FGF8-PROT
FGF9-PROT
FGFR1-PROT
FGFR2-PROT
FGFR3-PROT
FGFR4-PROT
FGR-PROT
FHL1-PROT
FLCN-PROT
FLNA-PROT
FLNB-PROT
FLNC-PROT
FLOT1-PROT
FLOT2-PROT
FLT1-PROT
FLT3-PROT
FLT3LG-PROT
FLT4-PROT
FMOD-PROT
FN1-PROT
FNIP1-PROT
FNIP2-PROT
FOS-PROT
FOSB-PROT
FOSL1-PROT
FOXO1-PROT
FOXO3-PROT
FOXO4-PROT
FOXO6-PROT
FPR1-PROT
FRAT1-PROT
FRAT2-PROT
FRMD1-PROT
FRMD6-PROT
FRS2-PROT
FSHB-PROT
FSHR-PROT
FST-PROT
FXYD1-PROT
FXYD2-PROT
FYB1-PROT
FYN-PROT
FZD1-PROT
FZD10-PROT
FZD2-PROT
FZD3-PROT
FZD4-PROT
FZD5-PROT
FZD6-PROT
FZD7-PROT
FZD8-PROT
FZD9-PROT
G6PC1-PROT
G6PC2-PROT
G6PC3-PROT
GAB1-PROT
GAB2-PROT
GABARAP-PROT
GABARAPL1-PROT
GABARAPL2-PROT
GABBR1-PROT
GABBR2-PROT
GADD45A-PROT
GADD45B-PROT
GADD45G-PROT
GALT-PROT
GAPDH-PROT
GAS1-PROT
GATA4-PROT
GCG-PROT
GCGR-PROT
GCK-PROT
GDF5-PROT
GDF6-PROT
GDF7-PROT
GDNF-PROT
GFAP-PROT
GH1-PROT
GH2-PROT
GHR-PROT
GHRL-PROT
GHSR-PROT
GIP-PROT
GIPR-PROT
GK-PROT
GK2-PROT
GLI1-PROT
GLI2-PROT
GLI3-PROT
GLP1R-PROT
GNA11-PROT
GNA12-PROT
GNA13-PROT
GNA14-PROT
GNA15-PROT
GNAI1-PROT
GNAI2-PROT
GNAI3-PROT
GNAL-PROT
GNAO1-PROT
GNAQ-PROT
GNAS-PROT
GNB1-PROT
GNB2-PROT
GNB3-PROT
GNB4-PROT
GNB5-PROT
GNG10-PROT
GNG11-PROT
GNG12-PROT
GNG13-PROT
GNG2-PROT
GNG3-PROT
GNG4-PROT
GNG5-PROT
GNG7-PROT
GNG8-PROT
GNGT1-PROT
GNGT2-PROT
GNRH1-PROT
GNRH2-PROT
GNRHR-PROT
GPC4-PROT
GPER1-PROT
GPR119-PROT
GPR161-PROT
GPRC6A-PROT
GRAP2-PROT
GRB10-PROT
GRB2-PROT
GREM1-PROT
GREM2-PROT
GRIA1-PROT
GRIA2-PROT
GRIA3-PROT
GRIA4-PROT
GRIN1-PROT
GRIN2A-PROT
GRIN2B-PROT
GRIN2C-PROT
GRIN2D-PROT
GRIN3A-PROT
GRIN3B-PROT
GRK1-PROT
GRK2-PROT
GRK3-PROT
GRK4-PROT
GRK5-PROT
GRK6-PROT
GRK7-PROT
GRM1-PROT
GRM2-PROT
GRM3-PROT
GRM4-PROT
GRM5-PROT
GRM6-PROT
GRM7-PROT
GRM8-PROT
GRPR-PROT
GSDMD-PROT
GSK3A-PROT
GSK3B-PROT
GTF2I-PROT
GTF2IRD1-PROT
GTSE1-PROT
GUCY1A1-PROT
GUCY1A2-PROT
GUCY1B1-PROT
GYS1-PROT
GYS2-PROT
HAMP-PROT
HBEGF-PROT
HCAR1-PROT
HCAR2-PROT
HCAR3-PROT
HCK-PROT
HCN2-PROT
HCN4-PROT
HDAC1-PROT
HDAC2-PROT
HDAC3-PROT
HDAC4-PROT
HDAC5-PROT
HES1-PROT
HES5-PROT
HEY1-PROT
HEY2-PROT
HEYL-PROT
HGF-PROT
HHAT-PROT
HHATL-PROT
HHIP-PROT
HIF1A-PROT
HJV-PROT
HK1-PROT
HK2-PROT
HK3-PROT
HKDC1-PROT
HMGCR-PROT
HMGCS1-PROT
HMGCS2-PROT
HMOX1-PROT
HNF4A-PROT
HOMER1-PROT
HOMER2-PROT
HOMER3-PROT
HRAS-PROT
HRC-PROT
HRH1-PROT
HRH2-PROT
HSP90AA1-PROT
HSP90AB1-PROT
HSP90B1-PROT
HSPA1A-PROT
HSPA1B-PROT
HSPA1L-PROT
HSPA2-PROT
HSPA6-PROT
HSPA8-PROT
HSPB1-PROT
HTR1A-PROT
HTR1B-PROT
HTR1D-PROT
HTR1E-PROT
HTR1F-PROT
HTR2A-PROT
HTR2B-PROT
HTR2C-PROT
HTR4-PROT
HTR5A-PROT
HTR6-PROT
HTR7-PROT
IBSP-PROT
ICAM1-PROT
ICOS-PROT
ID1-PROT
ID2-PROT
ID3-PROT
ID4-PROT
IFI16-PROT
IFIH1-PROT
IFNA1-PROT
IFNA10-PROT
IFNA13-PROT
IFNA14-PROT
IFNA16-PROT
IFNA17-PROT
IFNA2-PROT
IFNA21-PROT
IFNA4-PROT
IFNA5-PROT
IFNA6-PROT
IFNA7-PROT
IFNA8-PROT
IFNAR1-PROT
IFNAR2-PROT
IFNB1-PROT
IFNE-PROT
IFNG-PROT
IFNGR1-PROT
IFNGR2-PROT
IFNK-PROT
IFNL1-PROT
IFNL2-PROT
IFNL3-PROT
IFNLR1-PROT
IFNW1-PROT
IGF1-PROT
IGF1R-PROT
IGF2-PROT
IGFBP3-PROT
IHH-PROT
IKBKB-PROT
IKBKE-PROT
IKBKG-PROT
IL10-PROT
IL10RA-PROT
IL10RB-PROT
IL11-PROT
IL11RA-PROT
IL12A-PROT
IL12B-PROT
IL12RB1-PROT
IL12RB2-PROT
IL13-PROT
IL13RA1-PROT
IL13RA2-PROT
IL15-PROT
IL15RA-PROT
IL17A-PROT
IL17B-PROT
IL17C-PROT
IL17D-PROT
IL17F-PROT
IL17RA-PROT
IL17RB-PROT
IL17RC-PROT
IL17RE-PROT
IL18-PROT
IL19-PROT
IL1A-PROT
IL1B-PROT
IL1R1-PROT
IL1RAP-PROT
IL2-PROT
IL20-PROT
IL20RA-PROT
IL20RB-PROT
IL21-PROT
IL21R-PROT
IL22-PROT
IL22RA1-PROT
IL22RA2-PROT
IL23A-PROT
IL23R-PROT
IL24-PROT
IL25-PROT
IL27RA-PROT
IL2RA-PROT
IL2RB-PROT
IL2RG-PROT
IL3-PROT
IL3RA-PROT
IL4-PROT
IL4R-PROT
IL5-PROT
IL5RA-PROT
IL6-PROT
IL6R-PROT
IL6ST-PROT
IL7-PROT
IL7R-PROT
IL9-PROT
IL9R-PROT
ILK-PROT
INHBA-PROT
INHBB-PROT
INHBC-PROT
INHBE-PROT
INPP5A-PROT
INPP5D-PROT
INPPL1-PROT
INS-PROT
INSL3-PROT
INSL5-PROT
INSR-PROT
INVS-PROT
IQCE-PROT
IRAG1-PROT
IRAK1-PROT
IRAK2-PROT
IRAK3-PROT
IRAK4-PROT
IRF1-PROT
IRF3-PROT
IRF5-PROT
IRF7-PROT
IRF9-PROT
IRS1-PROT
IRS2-PROT
IRS4-PROT
ISG15-PROT
ITCH-PROT
ITGA1-PROT
ITGA10-PROT
ITGA11-PROT
ITGA2-PROT
ITGA2B-PROT
ITGA3-PROT
ITGA4-PROT
ITGA5-PROT
ITGA6-PROT
ITGA7-PROT
ITGA8-PROT
ITGA9-PROT
ITGAL-PROT
ITGAM-PROT
ITGAV-PROT
ITGB1-PROT
ITGB2-PROT
ITGB3-PROT
ITGB4-PROT
ITGB5-PROT
ITGB6-PROT
ITGB7-PROT
ITGB8-PROT
ITK-PROT
ITPKA-PROT
ITPKB-PROT
ITPKC-PROT
ITPR1-PROT
ITPR2-PROT
ITPR3-PROT
JAG1-PROT
JAG2-PROT
JAK1-PROT
JAK2-PROT
JAK3-PROT
JMJD7-PLA2G4B-PROT
JUN-PROT
JUND-PROT
KAT2A-PROT
KAT2B-PROT
KCNJ12-PROT
KCNJ14-PROT
KCNJ18-PROT
KCNJ2-PROT
KCNJ3-PROT
KCNJ4-PROT
KCNJ5-PROT
KCNJ6-PROT
KCNJ8-PROT
KCNJ9-PROT
KCNMA1-PROT
KCNMB1-PROT
KCNMB2-PROT
KCNMB3-PROT
KCNMB4-PROT
KCNU1-PROT
KDR-PROT
KIDINS220-PROT
KIF3A-PROT
KIF7-PROT
KIT-PROT
KITLG-PROT
KLF2-PROT
KLF4-PROT
KNG1-PROT
KRAS-PROT
KRIT1-PROT
KRT10-PROT
KRT12-PROT
KRT13-PROT
KRT14-PROT
KRT15-PROT
KRT16-PROT
KRT17-PROT
KRT18-PROT
KRT19-PROT
KRT20-PROT
KRT23-PROT
KRT24-PROT
KRT25-PROT
KRT26-PROT
KRT27-PROT
KRT28-PROT
KRT31-PROT
KRT32-PROT
KRT33A-PROT
KRT33B-PROT
KRT34-PROT
KRT35-PROT
KRT36-PROT
KRT37-PROT
KRT38-PROT
KRT39-PROT
KRT40-PROT
KRT9-PROT
KSR1-PROT
KSR2-PROT
LAMA1-PROT
LAMA2-PROT
LAMA3-PROT
LAMA4-PROT
LAMA5-PROT
LAMB1-PROT
LAMB2-PROT
LAMB3-PROT
LAMB4-PROT
LAMC1-PROT
LAMC2-PROT
LAMC3-PROT
LAMTOR1-PROT
LAMTOR2-PROT
LAMTOR3-PROT
LAMTOR4-PROT
LAMTOR5-PROT
LAT-PROT
LATS1-PROT
LATS2-PROT
LCK-PROT
LCN2-PROT
LCP2-PROT
LDHA-PROT
LDHAL6A-PROT
LDHAL6B-PROT
LDHB-PROT
LDHC-PROT
LEF1-PROT
LEFTY1-PROT
LEFTY2-PROT
LEP-PROT
LEPR-PROT
LFNG-PROT
LGR4-PROT
LGR5-PROT
LGR6-PROT
LHB-PROT
LHCGR-PROT
LIF-PROT
LIFR-PROT
LILRA1-PROT
LILRA2-PROT
LILRA4-PROT
LILRA5-PROT
LILRA6-PROT
LILRB1-PROT
LILRB2-PROT
LILRB3-PROT
LILRB4-PROT
LILRB5-PROT
LIMD1-PROT
LIPE-PROT
LLGL1-PROT
LLGL2-PROT
LPAR1-PROT
LPAR2-PROT
LPAR3-PROT
LPAR4-PROT
LPAR5-PROT
LPAR6-PROT
LPIN1-PROT
LPIN2-PROT
LPIN3-PROT
LPL-PROT
LRP2-PROT
LRP5-PROT
LRP6-PROT
LSP1-PROT
LTA-PROT
LTB-PROT
LTB4R2-PROT
LTBP1-PROT
LTBR-PROT
LY96-PROT
LYN-PROT
MAGED1-PROT
MAGI1-PROT
MAGI2-PROT
MAGI3-PROT
MALT1-PROT
MAML1-PROT
MAML2-PROT
MAML3-PROT
MAP2K1-PROT
MAP2K2-PROT
MAP2K3-PROT
MAP2K4-PROT
MAP2K5-PROT
MAP2K6-PROT
MAP2K7-PROT
MAP3K1-PROT
MAP3K11-PROT
MAP3K12-PROT
MAP3K13-PROT
MAP3K14-PROT
MAP3K2-PROT
MAP3K20-PROT
MAP3K3-PROT
MAP3K4-PROT
MAP3K5-PROT
MAP3K6-PROT
MAP3K7-PROT
MAP3K8-PROT
MAP4K1-PROT
MAP4K2-PROT
MAP4K3-PROT
MAP4K4-PROT
MAPK1-PROT
MAPK10-PROT
MAPK11-PROT
MAPK12-PROT
MAPK13-PROT
MAPK14-PROT
MAPK15-PROT
MAPK3-PROT
MAPK4-PROT
MAPK6-PROT
MAPK7-PROT
MAPK8-PROT
MAPK8IP1-PROT
MAPK8IP2-PROT
MAPK8IP3-PROT
MAPK9-PROT
MAPKAP1-PROT
MAPKAPK2-PROT
MAPKAPK3-PROT
MAPKAPK5-PROT
MAPT-PROT
MATK-PROT
MAVS-PROT
MAX-PROT
MC2R-PROT
MCL1-PROT
MCOLN1-PROT
MCOLN2-PROT
MCOLN3-PROT
MDM2-PROT
MDM4-PROT
ME1-PROT
ME3-PROT
MECOM-PROT
MED1-PROT
MED12-PROT
MED12L-PROT
MED13-PROT
MED13L-PROT
MED14-PROT
MED16-PROT
MED17-PROT
MED24-PROT
MED27-PROT
MED30-PROT
MED4-PROT
MEF2A-PROT
MEF2B-PROT
MEF2C-PROT
MEF2D-PROT
MEFV-PROT
MEGF8-PROT
MET-PROT
MFN1-PROT
MFN2-PROT
MFNG-PROT
MGRN1-PROT
MIOS-PROT
MKNK1-PROT
MKNK2-PROT
MLKL-PROT
MLST8-PROT
MLYCD-PROT
MMP1-PROT
MMP13-PROT
MMP14-PROT
MMP2-PROT
MMP3-PROT
MMP7-PROT
MMP9-PROT
MOB1A-PROT
MOB1B-PROT
MOSMO-PROT
MPL-PROT
MRAS-PROT
MS4A2-PROT
MST1-PROT
MST1R-PROT
MTCP1-PROT
MTOR-PROT
MUC5AC-PROT
MUC5B-PROT
MYB-PROT
MYC-PROT
MYD88-PROT
MYH6-PROT
MYH7-PROT
MYL2-PROT
MYL3-PROT
MYL4-PROT
MYL6-PROT
MYL6B-PROT
MYL9-PROT
MYLK-PROT
MYLK2-PROT
MYLK3-PROT
MYLK4-PROT
NAIP-PROT
NAMPT-PROT
NANOG-PROT
NANOGP8-PROT
NBL1-PROT
NCF1-PROT
NCK1-PROT
NCK2-PROT
NCOA1-PROT
NCOA2-PROT
NCOA3-PROT
NCOR1-PROT
NCOR2-PROT
NCSTN-PROT
NEK7-PROT
NEO1-PROT
NF1-PROT
NF2-PROT
NFATC1-PROT
NFATC2-PROT
NFATC3-PROT
NFATC4-PROT
NFKB1-PROT
NFKB2-PROT
NFKBIA-PROT
NFKBIB-PROT
NFKBIE-PROT
NGF-PROT
NGFR-PROT
NKD1-PROT
NKD2-PROT
NLK-PROT
NLRC4-PROT
NLRP1-PROT
NLRP12-PROT
NLRP3-PROT
NLRP6-PROT
NLRP7-PROT
NLRX1-PROT
NOD1-PROT
NOD2-PROT
NODAL-PROT
NOG-PROT
NOS1-PROT
NOS2-PROT
NOS3-PROT
NOTCH1-PROT
NOTCH2-PROT
NOTCH3-PROT
NOTCH4-PROT
NOTUM-PROT
NOX1-PROT
NOX4-PROT
NPPA-PROT
NPPB-PROT
NPPC-PROT
NPR1-PROT
NPR2-PROT
NPRL2-PROT
NPRL3-PROT
NPY-PROT
NPY1R-PROT
NR1H3-PROT
NR4A1-PROT
NRAS-PROT
NRF1-PROT
NRG1-PROT
NRG2-PROT
NRG3-PROT
NRG4-PROT
NSMAF-PROT
NTF3-PROT
NTF4-PROT
NTRK1-PROT
NTRK2-PROT
NTRK3-PROT
NTSR1-PROT
NUMB-PROT
NUMBL-PROT
OLR1-PROT
OPRD1-PROT
OPRM1-PROT
ORAI1-PROT
ORAI2-PROT
ORAI3-PROT
OSM-PROT
OSMR-PROT
OTUD5-PROT
OXT-PROT
OXTR-PROT
P2RX1-PROT
P2RX2-PROT
P2RX3-PROT
P2RX4-PROT
P2RX5-PROT
P2RX6-PROT
P2RX7-PROT
P2RY1-PROT
PAK1-PROT
PAK2-PROT
PAK3-PROT
PAK4-PROT
PAK5-PROT
PAK6-PROT
PALS1-PROT
PARD3-PROT
PARD6A-PROT
PARD6B-PROT
PARD6G-PROT
PATJ-PROT
PCK1-PROT
PCK2-PROT
PDCD1-PROT
PDE10A-PROT
PDE1A-PROT
PDE1B-PROT
PDE1C-PROT
PDE2A-PROT
PDE3A-PROT
PDE3B-PROT
PDE4A-PROT
PDE4B-PROT
PDE4C-PROT
PDE4D-PROT
PDGFA-PROT
